#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
16280,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/08/2023,28/09/2023,29/08/2023,3478021,322952,ER No,12170,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3545049,R1-JE9010B,3,Kgs,8.4,,"CARAT,CARAT",AAQFN4016M,PD-0579,72472112110,99013766550,NORMAL,1215,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1030,0,0,11609193.42,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","457.420000 CARAT,CARAT",185.4,-0.4,1030,1040201014,92.7,92.7,0,996719,214dac8ee028613a7972f50ff4f1523c744e3b451aa74e40bdedd6fe11c38688,255050,
16308,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,02/05/2023,01/06/2023,02/05/2023,2975218,265052,IR No,296910,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,SUITE # 2 8TH FLOOR LAXMI TOWER 'B' WING,MUMBAI-400051 Maharashtra India",,5663854,R1-JE9010B,1,Kgs,0.7,,CARAT,AAQFN4016M,PD-0579,17684149483,34050459659,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,540508,LAB. GROWN CPD,6.990000 CARAT,198,0,1100,1040201014,99,99,0,996719,90c97f49a22b628ce4d7dc659883114e318ac2c35e8db27faef24dcac4e6b8e6,251687,
16338,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/06/2023,14/07/2023,14/06/2023,3103803,285972,ER No,4974,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1743634,R1-JE9010B,1,Kgs,1.23,,CARAT,AAQFN4016M,PD-0579,16055931186,99013752952,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1210997.43,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,40.830000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,12face25792774bcfb38d4b726869c6532192ce4def6a5e66d94e35a74c7ddeb,252795,
16349,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/07/2023,25/08/2023,26/07/2023,3295358,306617,ER No,10476,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2722680,R1-JE9010B,1,Kgs,4.52,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346427780,3636,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3805933.23,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","280.220000 CARAT,CARAT",142.2,-0.2,790,1040201014,71.1,71.1,0,996719,3f3a1a6a0784a4947c1441e5bb7be14f8ce9739ec7dfa0abd4c285a9d619046d,254396,
16381,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/06/2023,13/07/2023,13/06/2023,3101322,285432,ER No,4627,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1698965,R1-JE9010B,2,Kgs,7.19,,CARAT,AAQFN4016M,PD-0579,12554761884,99013752548,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6080011.13,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,200.300000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,be47a86b7671e87051860afe2041c089ae20ea2d5a6e6571fa7d545bfcfecefd,252795,
16488,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/08/2023,03/09/2023,04/08/2023,3353490,310936,ER No,1615,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2956038,R1-JE9010B,3,Kgs,8.87,,CARAT,AAQFN4016M,PD-0579,72471156352,99013762134,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,7489889.66,CUT AND POLISHED DIAMOND,198.440000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,b6cba41a91ffaf7d01cbeb71c694941da5a38b940d6a3ecd82e0776ad32a8218,254541,
16498,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/04/2023,26/05/2023,26/04/2023,2882884,262400,ER No,10701,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9559732,R1-JE9010B,2,Kgs,5.86,,CARAT,AAQFN4016M,PD-0579,72470266615,4034,NORMAL,1534,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1300,0,0,9918006.37,CUT AND POLISHED DIAMOND,186.330000 CARAT,234,0,1300,1040201014,117,117,0,996719,c86b809bac03c2e421f231461253564b6ec6d4301d84f7a4d6ad6bd97046a110,251338,
16559,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/04/2023,28/05/2023,28/04/2023,2886022,263750,ER No,12000,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9617387,R1-JE9010B,4,Kgs,11.98,,CARAT,AAQFN4016M,PD-0579,72470266840,4509,NORMAL,2148,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1820,0,0,23413993.68,CUT AND POLISHED DIAMOND,449.650000 CARAT,327.6,0.4,1820,1040201014,163.8,163.8,0,996719,ed4eed8e171af7005d46e0dd72e02d86f2358e06a3e7750cf5cd2ddff0455a62,251338,
16654,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/05/2023,28/06/2023,29/05/2023,3073585,278823,ER No,14472,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1358489,R1-JE9010B,1,Kgs,3.56,,CARAT,AAQFN4016M,PD-0579,02345534495,1802,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3324328.16,CUT AND POLISHED DIAMOND,69.380000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,d581119f79a14bab7af6d2f6915527bf1492d0d6445f957cf4b6d688258ba379,252793,
16714,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/07/2023,14/08/2023,15/07/2023,3258282,301730,ER No,6215,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2470246,R1-JE9010B,1,Kgs,3.4,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346255576,IPS/K003306,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,4117398.23,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","112.200000 CARAT,CARAT",142.2,-0.2,790,1040201014,71.1,71.1,0,996719,8361a0b0ac1878357ecb64bff37c0d75ae518fa154edb546091343f1ef170895,254396,
16808,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/05/2023,02/06/2023,03/05/2023,2982919,265814,ER No,1019,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9727932,R1-JE9010B,1,Kgs,0.5,,CARAT,AAQFN4016M,PD-0579,17658875946,99013745185,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,410391.12,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,12.970000 CARAT,198,0,1100,1040201014,99,99,0,996719,7d28cfde49de4dc536fefb4ef8004ad2cd1a03ebc487bd8c761fae9b0eecbc30,251687,
16917,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/07/2023,04/08/2023,05/07/2023,3231138,296608,ER No,1905,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2239023,R1-JE9010B,3,Kgs,8.47,,"CARAT,CARAT",AAQFN4016M,PD-0579,12554761991,99013756804,NORMAL,1168,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,990,0,0,11131999.5,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","340.160000 CARAT,CARAT",178.2,-0.2,990,1040201014,89.1,89.1,0,996719,d1db62673ce7fdeac37774c95401cfe82761270c731f4b28ba0edd6ab8487e60,253685,
16934,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/08/2023,24/09/2023,25/08/2023,3441805,321166,ER No,10669,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3455906,R1-JE9010B,1,Kgs,1.79,,CARAT,AAQFN4016M,PD-0579,02346922492,4531,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,895633.94,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,40.200000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,b265fd003c7dd033594c99912341dcfd2c1a7ed344ebdf209e8c9dcc57e294cc,255050,
16995,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,22/06/2023,22/07/2023,22/06/2023,3123528,290539,ER No,8959,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1931543,R1-JE9010B,1,Kgs,0.74,,CARAT,AAQFN4016M,PD-0579,02345892582,2600,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,110300.55,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,6.360000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,202652f35f9576a7d392ec603448d4e8468a16db777194b65e1c275e64875a16,252795,
17024,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,31/07/2023,30/08/2023,31/07/2023,3338795,308837,IR No,302973,M5112,,",,102,MUMBAI-400004 Maharashtra India",,7060247,R1-JE9010B,1,Kgs,1.1,,"CARAT,CARAT",AAQFN4016M,PD-0579,12554942985,7888102,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,2017048,"LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,CUT AND POLISHED DIAMOND","17.850000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,def07fa950b77450ec9fabbfc2aa2961dd2ec1a1f0de7c255f73d731dd795537,254396,
17040,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,17/08/2023,16/09/2023,17/08/2023,3393705,316809,IR No,304113,M5112,,"FE5011,""BANDRA KURLA COMPLEX, BANDRA EAST"",G,Mumbai-400051 Maharashtra India",,7336343,R1-JE9010B,1,Kgs,0.46,,CARAT,AAQFN4016M,PD-0579,72472094783,11015453722,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,468752,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,13.480000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,fc48dad65e41a2781d90b4bd401247de8fddcda345349d70ee4b1e3841f1f486,,
17282,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/07/2023,04/08/2023,05/07/2023,3231135,296605,ER No,1842,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2239821,R1-JE9010B,1,Kgs,0.6,,CARAT,AAQFN4016M,PD-0579,16058728110,6840,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,396002.04,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,15.760000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,2ee153493d30f884922145576363bc20a1640166ea8d0b386c1fbb8d92728e80,253685,
17373,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/07/2023,27/08/2023,28/07/2023,3313599,307955,ER No,11678,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2782479,R1-JE9010B,1,Kgs,0.47,,CARAT,AAQFN4016M,PD-0579,16058729720,0939,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,190603.2,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,8.280000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,df2b7766f0f8699f8b58c248b2d25a4c30689e610a210c5a2d3c3ce1ce725629,254396,
17498,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/06/2023,19/07/2023,19/06/2023,3115670,288577,ER No,7215,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1846635,R1-JE9010B,1,Kgs,0.41,,CARAT,AAQFN4016M,PD-0579,17687769172,4011,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,356107.18,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,10.920000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d227be4071a4aab07a1da29a7f83cfdc08628dc05cc6072c9089adbe0a5fa7e4,252795,
17530,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/04/2023,10/05/2023,10/04/2023,2852898,253676,ER No,3304,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9181257,R1-JE9010B,1,Kgs,1.2,,CARAT,AAQFN4016M,PD-0579,16055927362,99013740795,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,555999.7,CUT AND POLISHED DIAMOND,15.610000 CARAT,198,0,1100,1040201014,99,99,0,996719,5eb15da6d4d54a747855003ecf9ac215aa6d188aae7af2e631579a3fb4581119,250860,
17597,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,21/04/2023,21/05/2023,21/04/2023,2874544,259582,IR No,295956,M5112,,",,102,MUMBAI-400004 Maharashtra India",,5426781,R1-JE9010B,1,Kgs,0.5,,CARAT,AAQFN4016M,PD-0579,17685358851,34050458562,NORMAL,2773,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,1250,0,704863,"CUT AND POLISHED DIAMOND , CUT AND POLISHED DIAMOND","8.280000 CARAT , 8.280000 CARAT",198,0,2350,1040201014,211.5,211.5,0,996719,f4e1b126bf3eaa48683d4b962e3e7e339f7b38ee4773a01c22a5a3064a168578,251198,
17655,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/06/2023,27/07/2023,27/06/2023,3165589,292651,ER No,10712,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2042463,R1-JE9010B,1,Kgs,3.37,,CARAT,AAQFN4016M,PD-0579,02346111450,IPS/K002731,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,5889446.57,CUT AND POLISHED DIAMOND,52.760000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,cdbdd10af5dc48f4e65a5035d9b29151e45fd3caba87fa892e28349c45cd11e0,253228,
17671,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/07/2023,17/08/2023,18/07/2023,3264709,302565,ER No,7091,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2529669,R1-JE9010B,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,02346255624,3381,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,58384.91,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,3.210000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d0b2d997d51e7dc814d84d5e80e44cd7786fc7c1789985343cea724b243c02ec,254396,
17683,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/04/2023,25/05/2023,25/04/2023,2881474,261760,ER No,10150,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9529844,R1-JE9010B,3,Kgs,6.5,,CARAT,AAQFN4016M,PD-0579,12553808392,3706,NORMAL,1581,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1340,0,0,10805017.45,CUT AND POLISHED DIAMOND,124.790000 CARAT,241.2,-0.2,1340,1040201014,120.6,120.6,0,996719,14f2a07a4349fa7a454e431eeaa565148dd00328ff0ef7fea14e9ac952f9d89e,251338,
17826,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,08/06/2023,08/07/2023,08/06/2023,3090563,282994,IR No,299298,M5112,,"FW6042,BHARAT DIAMOND BOURSE G BLOCK,BANDRA KURLA COMPLEX BANDRA EAST,MUMBAI-400051 Maharashtra India",,6268146,R1-JE9010B,1,Kgs,0.68,,CARAT,AAQFN4016M,PD-0579,72471413985,11015352012,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1158861,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,27.710000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,a6929be473d6d0a3c62b275a8c3aaeb2439740a879cd1e875f3ac4bad709954a,252795,
17962,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/06/2023,23/07/2023,23/06/2023,3130798,290925,ER No,9680,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1956817,R1-JE9010B,3,Kgs,7.35,,CARAT,AAQFN4016M,PD-0579,72471136741,4903,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,5660022.2,CUT AND POLISHED DIAMOND,150.860000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,7b68577f43605ce24ceeb57707caa832f3f8f068e4ebfb3cab838b6cdff6f142,252795,
17991,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/07/2023,06/08/2023,07/07/2023,3236534,297883,ER No,3008,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2291356,R1-JE9010B,2,Kgs,5.14,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346256744,IPS/K003074,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6308472.97,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","151.080000 CARAT,CARAT",149.4,-0.4,830,1040201014,74.7,74.7,0,996719,b3f0047b6af88e7eaa53106524610e5ebcd0475c1b1abfa001d0a713be42b5bc,253685,
18039,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/08/2023,02/09/2023,03/08/2023,3350048,310381,ER No,1251,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2932822,R1-JE9010B,1,Kgs,0.78,,"CARAT,CARAT",AAQFN4016M,PD-0579,17682406435,1960,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,538326.77,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","35.760000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,2bdbf8a7fd5fffb07b9c12dc833c5ca0717b78ffea1ae055335f7f2ad71be056,254541,
18141,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/06/2023,21/07/2023,21/06/2023,3120928,289867,ER No,8338,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1901601,R1-JE9010B,1,Kgs,0.62,,CARAT,AAQFN4016M,PD-0579,02345892560,IPS/K002537,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,34335.09,CUT AND POLISHED DIAMOND,1.260000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,823b36c581b4205bf859f597027ea272da2e1dd3fa3409ea60b9061efa422cf2,252795,
18226,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/04/2023,13/05/2023,13/04/2023,2861801,255830,ER No,4721,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9259418,R1-JE9010B,1,Kgs,2.1,,CARAT,AAQFN4016M,PD-0579,02344721320,IPS/K000352,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1183336.38,LAB. GROWN CPD,36.690000 CARAT,198,0,1100,1040201014,99,99,0,996719,5ec60996ae8a72696f740194bf0762f5213a8dc1018887d11ee596f2af905b47,250919,
18253,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/08/2023,10/09/2023,11/08/2023,3376428,314201,ER No,4496,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3129826,R1-JE9010B,1,Kgs,1.12,,"CARAT,CARAT",AAQFN4016M,PD-0579,16058730593,3359,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1241820.21,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","49.720000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,a2b1cabfbdc8ab19618b73975b8e05625600647222ee1176e93910eb68d6a03c,,
18319,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/07/2023,25/08/2023,26/07/2023,3295374,306633,ER No,10518,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2722959,R1-JE9010B,2,Kgs,5.33,,"CARAT,CARAT",AAQFN4016M,PD-0579,72471155593,0520,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6217383.31,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","326.680000 CARAT,CARAT",149.4,-0.4,830,1040201014,74.7,74.7,0,996719,6b5bc3ece5ce6a3b55be24ad9eea9d54376d7865da6ac9e3f9b9b94231700ccb,254396,
18329,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/05/2023,18/06/2023,19/05/2023,3007758,274169,ER No,10457,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1135935,R1-JE9010B,6,Kgs,16.9,,CARAT,AAQFN4016M,PD-0579,72470275623,99013748500,NORMAL,1829,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1550,0,0,24631002.37,CUT AND POLISHED DIAMOND,556.030000 CARAT,279,0,1550,1040201014,139.5,139.5,0,996719,a54c9d020c91df47123ef7ef7a1bc4b1a493b41c54457cb7911648c142579726,252793,
18388,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/08/2023,17/09/2023,18/08/2023,3396776,317523,ER No,7420,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3275973,R1-JE9010B,3,Kgs,8.79,,"CARAT,CARAT",AAQFN4016M,PD-0579,72471157332,4579,NORMAL,1357,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1150,0,0,15196321.52,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","377.800000 CARAT,CARAT",207,0,1150,1040201014,103.5,103.5,0,996719,8ad3d46f04aac7078c51a54a2ce48bfdfb5cb6a762736b2f1e572031dfcd9986,,
18432,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/08/2023,28/09/2023,29/08/2023,3478011,322942,ER No,11940,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3544702,R1-JE9010B,2,Kgs,6.51,,"CARAT,CARAT",AAQFN4016M,PD-0579,12556025314,6558,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,7312369.02,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","287.560000 CARAT,CARAT",149.4,-0.4,830,1040201014,74.7,74.7,0,996719,88a827f692571ed8ce4ac57aebb054ed84154a920ca320715d791731cba0bff9,255050,
