#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
10,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/07/2023,02/08/2023,03/07/2023,3218356,295303,ER No,757,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2186563,R1-JE9010B,1,Kgs,1.5,,CARAT,AAQFN4016M,PD-0579,02346256652,2925,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2572288.39,CUT AND POLISHED DIAMOND,17.790000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,7146b756879c955b0b20012a926095d258f2a63b2588e3936bbce12f1f59825c,253685,
88,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/08/2023,07/09/2023,08/08/2023,3367666,312640,ER No,3233,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3046961,R1-JE9010B,2,Kgs,6.38,,CARAT,AAQFN4016M,PD-0579,72471156562,99013762728,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6362575.13,CUT AND POLISHED DIAMOND,164.710000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,9b9d237e1a6ce7ef1b3752c973ad19c9846d87111e8a1342ded6c98b17f83e53,254541,
235,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/04/2023,07/05/2023,07/04/2023,2846021,252967,ER No,2648,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9132330,R1-JE9010B,1,Kgs,2.76,,CARAT,AAQFN4016M,PD-0579,02344619083,IPS/K000204,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3480416.84,CUT AND POLISHED DIAMOND,43.600000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,813ba2ca728f813faa8977906d00727ed284014ba5c25e8c737ef60f3932f2b1,250860,
555,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/06/2023,28/07/2023,28/06/2023,3174590,293163,ER No,11261,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2071072,R1-JE9010B,2,Kgs,4.8,,CARAT,AAQFN4016M,PD-0579,02346111472,2773,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6624454.08,CUT AND POLISHED DIAMOND,67.010000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,09cee64fc6b4f3b6d7bfbe7ac2a55d1b8f199b0c865e3b0ad73fcc124dd93ef8,253228,
589,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/04/2023,03/05/2023,03/04/2023,2815234,250860,ER No,725,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9029315,R1-JE9010B,1,Kgs,2.05,,CARAT,AAQFN4016M,PD-0579,16055926835,9531,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2339001.24,LAB. GROWN CPD,45.380000 CARAT,198,0,1100,1040201014,99,99,0,996719,b39ec658f7c5fd5b7805f592d68ed29f02f56045f473aa970841af2e3312da0c,250860,
628,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/08/2023,13/09/2023,14/08/2023,3385054,315463,ER No,5719,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3185224,R1-JE9010B,4,Kgs,13.35,,CARAT,AAQFN4016M,PD-0579,72471156945,3738,NORMAL,1451,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1230,0,0,16602036.63,CUT AND POLISHED DIAMOND,427.150000 CARAT,221.4,-0.4,1230,1040201014,110.7,110.7,0,996719,67d56bcc6e63f59f4ecd0d0d0542dc131a2646d1cf34756eb2d343021319b4a6,,
766,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/05/2023,16/06/2023,17/05/2023,3004812,272334,ER No,8987,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1076691,R1-JE9010B,2,Kgs,4.25,,CARAT,AAQFN4016M,PD-0579,02345464786,1417,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,4414398.22,CUT AND POLISHED DIAMOND,66.150000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,b7a6135f61f1fcfd54bdf5bcdf8cce0ba6338c6901eed5618d1fff847a4919e7,252793,
767,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/06/2023,03/07/2023,03/06/2023,3083383,281334,ER No,948,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1503247,R1-JE9010B,1,Kgs,1.37,,CARAT,AAQFN4016M,PD-0579,02345801943,2000,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,659343.32,CUT AND POLISHED DIAMOND,20.680000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,8e46a52ba8f1aeeb89136a379bfa23244c542a4ac5f2ccd4d51e1d28ba513b47,252795,
916,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/04/2023,06/05/2023,06/04/2023,2839284,252143,ER No,2025,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9103073,R1-JE9010B,1,Kgs,1.2,,CARAT,AAQFN4016M,PD-0579,17658875456,99013740238,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,904003.56,LAB. GROWN CPD,30.980000 CARAT,198,0,1100,1040201014,99,99,0,996719,f65c7a1b1690fae3a4e75238f16189b5f9d18dd8ef3d58ed6ec2f07d5a080d16,250860,
955,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/08/2023,02/09/2023,03/08/2023,3350234,310521,ER No,1308,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2935544,R1-JE9010B,1,Kgs,0.8,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346739976,3884,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,437797.89,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","38.920000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,231f5de10d61f4d43c9c5819a6d1d414b755795a5a3981773ff9ac54a3d36a63,254541,
1004,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/06/2023,14/07/2023,14/06/2023,3103540,285759,ER No,4854,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1740109,R1-JE9010B,3,Kgs,9.34,,CARAT,AAQFN4016M,PD-0579,72471130275,99013752900,NORMAL,1310,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1110,0,0,14433004.36,CUT AND POLISHED DIAMOND,316.020000 CARAT,199.8,0.2,1110,1040201014,99.9,99.9,0,996719,4c49d9b49aa56b279d0d4b664c40ed38720acd61b266f6d0360dd2e7d664a54e,252795,
1036,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,21/06/2023,21/07/2023,21/06/2023,3120463,289522,IR No,300238,M5112,,"EE8030,BHARAT DIAMOND BOURSE,BAND , RA KURLA COMPLEX,BANDRA EAST , MUMBAI,,MUMBAI-400051 Maharashtra India",,6477900,R1-JE9010B,1,Kgs,0.55,,CARAT,AAQFN4016M,PD-0579,72471682343,11015373384,RE-IMPORT,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3514043,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,49.470000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,95ea4fb06583258b1eed896743d1739ba3a5a4bd1b1d3ce13a7352f841bb4721,252795,
1272,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/04/2023,26/05/2023,26/04/2023,2882803,262319,ER No,10545,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9557421,R1-JE9010B,1,Kgs,1.14,,CARAT,AAQFN4016M,PD-0579,02344928553,0753,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,511408.67,LAB. GROWN CPD,11.500000 CARAT,198,0,1100,1040201014,99,99,0,996719,7d431a7ba7c9f3cff0624541754f018586067080c4cd64487845ee686ccdd0b3,251338,
1308,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/06/2023,27/07/2023,27/06/2023,3165570,292632,ER No,10682,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2042461,R1-JE9010B,1,Kgs,0.61,,CARAT,AAQFN4016M,PD-0579,02346111450,2728,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,83347.95,CUT AND POLISHED DIAMOND,1.600000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,a4a4de69f803c96e64167a1e589b2f095946366f2de1f058ac11ea22f66708cb,253228,
1325,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/06/2023,28/07/2023,28/06/2023,3174515,293088,ER No,11067,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2054692,R1-JE9010B,1,Kgs,2.67,,CARAT,AAQFN4016M,PD-0579,72471142433,5544,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1765007.97,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,60.870000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d3046054ae0328e41d1e2f9e716ed1aa8417774ca560e1c200d9d0d5f644fbec,253228,
1461,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/06/2023,09/07/2023,09/06/2023,3092099,284039,ER No,3396,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1640881,R1-JE9010B,1,Kgs,0.71,,CARAT,AAQFN4016M,PD-0579,02345802046,IPS/K002182,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,229452.42,CUT AND POLISHED DIAMOND,4.490000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,bc177ef5a63b2d18ec2c1bddcf2e5f56b514684a1afc2db77aba959cf679db6a,252795,
1658,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,03/07/2023,02/08/2023,03/07/2023,3219228,295500,IR No,300979,M5112,,"BC8012,BHARAT DIAMOND BOURSE G BLOCK,BANDRA KURLA COMPLEX BANDRA EAST,MUMBAI-400051 Maharashtra India",,6602158,R1-JE9010B,1,Kgs,0.82,,"CARAT,CARAT",AAQFN4016M,PD-0579,72425947014,11015381667,RE-IMPORT,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2967444,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","29.910000 CARAT,CARAT",142.2,-0.2,790,1040201014,71.1,71.1,0,996719,e7aed6dbcdf0f8d3c34f99321f63b6b02e4f90c0adf3a91a62f9fbc2294125b1,253685,
1680,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/05/2023,18/06/2023,19/05/2023,3007703,274114,ER No,10298,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1133881,R1-JE9010B,3,Kgs,8.78,,CARAT,AAQFN4016M,PD-0579,72470275656,8475,NORMAL,1404,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1190,0,0,15746991.21,CUT AND POLISHED DIAMOND,219.680000 CARAT,214.2,-0.2,1190,1040201014,107.1,107.1,0,996719,7cb4073fbb9801d577db214df23e63e89c9629802cb69fb0025b65d8137c6c68,252793,
1763,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/08/2023,10/09/2023,11/08/2023,3376332,314105,ER No,4260,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3114051,R1-JE9010B,1,Kgs,0.72,,CARAT,AAQFN4016M,PD-0579,02346928346,4098,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,754095.14,CUT AND POLISHED DIAMOND,15.160000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,bcca89be4222a9c280b5fa1027a6503c9e500bfada9f1d93faf0171d04421112,,
1857,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/06/2023,06/07/2023,06/06/2023,3088758,282146,ER No,1582,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1558127,R1-JE9010B,1,Kgs,1.32,,CARAT,AAQFN4016M,PD-0579,16055930604,99013751459,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1001996.58,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,36.880000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,2fb899232f7c9f0e09273f116f0a19920c5f7fff5ef887c920a2ea864cf29f84,252795,
2008,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,01/06/2023,01/07/2023,01/06/2023,3081567,280440,ER No,150,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1448292,R1-JE9010B,2,Kgs,4.88,,CARAT,AAQFN4016M,PD-0579,12554761733,0827,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,5204000.52,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,96.950000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,c5091a65a6a51839321105044e62a57aeafd495c56068cbe91ba36e2dd1f8055,252795,
2012,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,07/04/2023,07/05/2023,07/04/2023,2845956,252903,IR No,295357,M5112,,",,MUMBADEVI,MUMBAI-400003 Maharashtra India",,5334103,R1-JE9010B,1,Kgs,0.8,,CARAT,AAQFN4016M,PD-0579,12553233574,7886435,RE-IMPORT,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,901048,LAB. GROWN CPD,19.750000 CARAT,198,0,1100,1040201014,99,99,0,996719,94dd81b647a7c05f082473edd63f77b70c4d69dc36bb46d5b00aac9468200b7c,250860,
2146,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/08/2023,09/09/2023,10/08/2023,3373667,313730,ER No,4067,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3103122,R1-JE9010B,3,Kgs,8.03,,"CARAT,CARAT",AAQFN4016M,PD-0579,12556025093,99013763099,NORMAL,1074,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,910,0,0,9284739.91,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","358.160000 CARAT,CARAT",163.8,0.2,910,1040201014,81.9,81.9,0,996719,760a7a467ae110f70d9e46f2b42185ef65b832b36f6a112699dfb2391c1ba954,,
2200,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,31/08/2023,30/09/2023,31/08/2023,3495579,323605,ER No,12705,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3585607,R1-JE9010B,1,Kgs,0.52,,CARAT,AAQFN4016M,PD-0579,02347266553,4688,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,6231.58,PRECIOUS STONE SAPPHIRE PINK SAPP,0.740000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,645676e2cb62f60bf8075acc92fec00c6372e2976250e30faf53422f008b5693,,
2228,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/08/2023,15/09/2023,16/08/2023,3390025,315900,ER No,5869,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3187552,R1-JE9010B,1,Kgs,0.77,,"CARAT,CARAT",AAQFN4016M,PD-0579,17682406645,3771,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,604235.28,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","20.740000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,51871e94663a71830c412e26138fc881a924a25b79f0e0f9e2711b1d8b207357,,
2315,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,30/08/2023,29/09/2023,30/08/2023,3485472,323026,IR No,304836,M5112,,"FC7081,""BANDRA KURLA COMPLEX, BANDRA EAST"",G,Mumbai-400051 Maharashtra India",,7546704,R1-JE9010B,1,Kgs,0.56,,CARAT,AAQFN4016M,PD-0579,72472255256,11015475496,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1667724,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,13.190000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,9248a891c532017ec2ab812d98cf6558ff8bab644783045805bfef67d10c79da,,
2479,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/05/2023,01/06/2023,02/05/2023,2975165,265004,ER No,365,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9704857,R1-JE9010B,1,Kgs,0.77,,CARAT,AAQFN4016M,PD-0579,16055928375,99013745015,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,385999.62,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,15.250000 CARAT,198,0,1100,1040201014,99,99,0,996719,452ee26ba6a778d398295270b0f3dcc8fe5b62d23c2390221bee28e0e0600ee4,251687,
2506,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/08/2023,02/09/2023,03/08/2023,3350049,310382,ER No,1252,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2927468,R1-JE9010B,1,Kgs,2.01,,CARAT,AAQFN4016M,PD-0579,02346739980,IPS/K003854,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1845692.98,CUT AND POLISHED DIAMOND,42.490000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,43af2e9bc374b01aa3063ca4ac227f1c7850fc0e8b3462cb02ac98df62a852c8,254541,
2512,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/05/2023,10/06/2023,11/05/2023,2999637,270013,ER No,4814,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9946188,R1-JE9010B,1,Kgs,2.92,,CARAT,AAQFN4016M,PD-0579,02345064331,1243,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3580299.12,CUT AND POLISHED DIAMOND,46.900000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,6a38f2026c021b5e2b4767e9544ded5ec381f328d8ba5e937d48ec3d5045ce90,252793,
2585,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/07/2023,16/08/2023,17/07/2023,3262183,301951,ER No,6447,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2497963,R1-JE9010B,1,Kgs,2.42,,CARAT,AAQFN4016M,PD-0579,16058729016,99013758784,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,2186993.98,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,69.580000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,0ba167aa4bb586e4e30ae465c01da96c47c566665ad59896a4dc1910fbf52d0a,254396,
2721,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/06/2023,16/07/2023,16/06/2023,3108706,287228,ER No,6046,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1787912,R1-JE9010B,1,Kgs,2.62,,CARAT,AAQFN4016M,PD-0579,02345892490,IPS/K002371,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3549485.74,CUT AND POLISHED DIAMOND,71.410000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,e90c5171a8c86fec8688060d3790dd4047f2217335889b77e4d93ecd7f20f873,252795,
2840,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/05/2023,07/06/2023,08/05/2023,2995532,267680,ER No,2609,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9825116,R1-JE9010B,1,Kgs,0.63,,CARAT,AAQFN4016M,PD-0579,16055928762,99013746050,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,482001.02,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,15.920000 CARAT,198,0,1100,1040201014,99,99,0,996719,e284014d23ee19bdc8f1a143fc65b75a1221ab41245293723565a9d2f764218a,251687,
2852,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/05/2023,24/06/2023,25/05/2023,3044655,277031,ER No,12699,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1250970,R1-JE9010B,1,Kgs,0.87,,CARAT,AAQFN4016M,PD-0579,02345534436,IPS/K001652,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,26287.71,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,2.710000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,dc8e2e82147c8d9604ff3467e1303a36bb18aa5a8f244d13952829a7eec43df3,252793,
2929,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/06/2023,28/07/2023,28/06/2023,3174916,293404,ER No,11065,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2069742,R1-JE9010B,1,Kgs,0.91,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346111483,2769,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,567479.7,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","10.460000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,0c1cb66ad9bf55d9069221b64bc8898de3d471744ada45dbdef3b0b07d193283,253228,
2960,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/07/2023,10/08/2023,11/07/2023,3248730,299202,ER No,4089,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2361410,R1-JE9010B,2,Kgs,6.24,,"CARAT,CARAT",AAQFN4016M,PD-0579,12554762050,7748,NORMAL,1027,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,870,0,0,8094000,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","283.620000 CARAT,CARAT",156.6,0.4,870,1040201014,78.3,78.3,0,996719,a33d34308c59f755103a50e52ec4cddc7135b0e001bfc9b8d6d0a71ac7ef628f,253685,
2994,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/04/2023,03/05/2023,03/04/2023,2815073,250699,ER No,416,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9008391,R1-JE9010B,1,Kgs,0.5,,CARAT,AAQFN4016M,PD-0579,17658875261,99013739447,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,385001.1,LAB. GROWN CPD,12.660000 CARAT,198,0,1100,1040201014,99,99,0,996719,f3b5fabb262d664beef4efbb0435260b2e5e9b88e026433a6fc90308aa572c44,250860,
