Invoice #,Invoice Date,Paid Date,Balance Amount,Shipment Create Date,Shipper Company,Shp. Address,Shp. City,Shp. State,Shp. Zip/Postal Code,Shp. Country,Pickup Date,Pickup Company,PU Address,PU City,PU State,PU Zip/Postal ,PU Country,Delivery Company,Dlv. Address,Dlv. City,Dlv. State,Dlv. Zip/Postal ,Dlv. Country,HAWB #,Item #,P.O.#,MAWB #,Shippers Ref,Pick Up Invoice Number,Commodity,,Weight (LBs),Weight (KGs),Chrg. Weight (KGs),Liability,Liability Currency,Base Charge,Weight Charge,Valuation Charge,Security Charge,Fuel Charge,Other Charges,Tax Amount,Total,Currency Code,Invoicing Entity
807177,30-Nov-2022,27-Jan-2023,0.00,16-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,16-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,34050448531,340517210892 ,,176-5476-6110,,,Lab Grown C/P Diamonds,,1.32,0.60,0.82,"2,947",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807177,30-Nov-2022,27-Jan-2023,0.00,17-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,17-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Nivoda Limited,100 Hatton Garden,London,MH,GBEC1N8NX,GB,34050448634,340517215394 ,,176-5476-6003,,,Lab Grown C/P Diamonds,,6.61,3.00,5.99,"313,772",(USD) ,0.00,682.00,0.00,0.00,0.00,0.00,0.00,682.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807177,30-Nov-2022,27-Jan-2023,0.00,21-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,21-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010B BHARAT ,MUMBAI,MH,400051,IN,34050448881,340517227596 ,,176-5481-8945,,,Lab Grown C/P Diamonds,,0.66,0.30,0.39,"18,824",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807177,30-Nov-2022,27-Jan-2023,0.00,22-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,22-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Brilliance LLC,3469 Boynton Beach ,Boynton Beach,FL,33436,US,34050448955,340517231715 ,,160-4677-9946,406-0029 2843,,Cut & Polished Diamonds,,0.88,0.40,0.40,"111,586",(USD) ,0.00,0.00,650.00,0.00,0.00,0.00,0.00,650.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807177,30-Nov-2022,27-Jan-2023,0.00,23-Nov-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,,HK,23-Nov-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,null,HK,Nivoda Limited,"Suite 903, 589 Fifth ",New York,NY,10017,US,34050449059,340517235484 ,,724-2356-5894,,,Cut & Polished Diamonds,,2.20,1.00,1.00,"100,382",(USD) ,0.00,0.00,"2,600.00",0.00,0.00,0.00,0.00,"2,600.00",USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807177,30-Nov-2022,27-Jan-2023,0.00,23-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,23-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Diamond Rocks Trading ,"11F , Almas Tower",Dubai,,null,AE,34050449063,340517235576 ,,176-5481-8923,,,LAB GROWN POLISH ,,0.88,0.40,0.47,240,(USD) ,0.00,0.00,295.00,0.00,0.00,0.00,0.00,295.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807551,30-Nov-2022,27-Jan-2023,0.00,10-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,10-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Diamond Rocks Trading ,"11F , Almas Tower",Dubai,,null,AE,34050448178,340517193985 ,,176-5476-5830,,,Cut & Polished Diamonds,,1.10,0.50,0.93,"1,609",(USD) ,0.00,0.00,295.00,0.00,0.00,0.00,0.00,295.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807551,30-Nov-2022,27-Jan-2023,0.00,22-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,22-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Joel Graham cc,"57 Prestwich Street,",CAPE TOWN,,8005,ZA,34050448940,340517231505 ,,176-5476-5771,,,Lab Grown C&P Diamonds,,2.73,1.24,1.24,"6,304",(USD) ,0.00,0.00,850.00,0.00,0.00,0.00,0.00,850.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807551,30-Nov-2022,27-Jan-2023,0.00,29-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,29-Nov-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010B BHARAT ,MUMBAI,MH,400051,IN,34050449439,340517252166 ,,176-5481-9203,,,Lab Grown C/P Diamonds,,1.32,0.60,0.78,"3,346",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807804,09-Dec-2022,27-Jan-2023,0.00,30-Nov-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,30-Nov-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013714858,990109601402 ,,160-4953-1941,5823719,,Lab Grown Diamonds,,0.97,0.44,0.44,"3,490",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807804,09-Dec-2022,27-Jan-2023,0.00,01-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,01-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013715129,990109604515 ,,160-4953-2000,5858496,,Cut and Polished Diamonds,,0.66,0.30,0.30,"6,351",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
807934,09-Dec-2022,27-Jan-2023,0.00,02-Dec-2022,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,02-Dec-2022,BRINK'S GLOBAL ,580 FIFTH AVENUE,New York City,NY,10036,US,NIVODA HK LIMITED,912C 9/F HUNG ,KOWLOON,,,HK,11015028034,11015028034 ,,724-2662-2562,,,Cut & Polished Diamonds,,0.77,0.35,0.35,"111,436",(USD) ,70.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
808407,15-Dec-2022,27-Jan-2023,0.00,06-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,06-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013716131,990109615940 ,,160-4953-2442,5966950,,Lab Grown Diamonds,,1.50,0.68,0.68,"7,145",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
808407,15-Dec-2022,27-Jan-2023,0.00,08-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,09-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013716684,990109622601 ,,160-4953-2545,6029715,,Lab Grown Diamonds,,1.68,0.76,0.76,"14,812",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
808880,21-Dec-2022,27-Jan-2023,0.00,14-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,14-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013717754,990109634453 ,,160-4953-2663,6135431,,Lab Grown Diamonds,,0.99,0.45,0.45,"5,833",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
808880,21-Dec-2022,27-Jan-2023,0.00,18-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,19-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013718716,990109645605 ,,160-4953-3024,6251610,,Lab Grown Diamonds,,0.82,0.37,0.37,"1,128",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,06-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,06-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Diamond Rocks Trading ,C/O Diamond Rocks ,Dubai,,null,AE,34050449917,340517274566 ,,176-5484-3213,,,Cut & Polished Diamonds,,1.10,0.50,0.78,"1,402",(USD) ,0.00,0.00,295.00,0.00,0.00,0.00,0.00,295.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,06-Dec-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,,HK,06-Dec-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,null,HK,Nivoda Limited,C/O Nivoda Limited,London,,GBEC1N8NX,GB,34050449921,340517274603 ,,176-5484-3121,,,Cut & Polished Diamonds,,2.20,1.00,1.00,"67,805",(USD) ,0.00,0.00,450.00,0.00,0.00,0.00,0.00,450.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,08-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,08-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Nivoda Belgium BV,C/O Nivoda Limited,Antwerpen,,2018,BE,34050450164,340517282524 ,,724-2356-5964,,,Cut & Polished Diamonds,,1.32,0.60,0.93,"170,810",(USD) ,0.00,0.00,265.00,0.00,0.00,0.00,0.00,265.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,09-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,09-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010B BHARAT ,MUMBAI,MH,400051,IN,34050450240,340517289270 ,,176-5484-3250,,,Cut & Polished Diamonds,,1.54,0.70,0.78,"2,641",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,09-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,09-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Joel Graham cc,"57 Prestwich Street,",CAPE TOWN,,8005,ZA,34050450239,340517289255 ,,176-5476-6176,,,Lab Grown C&P Diamonds,,2.20,1.00,1.01,"6,441",(USD) ,0.00,867.50,0.00,0.00,0.00,0.00,0.00,867.50,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809605,29-Dec-2022,27-Jan-2023,0.00,19-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,19-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Mor Brothers,Diamond Exchange ,Ramat Gan,,52520,IL,34050450814,340517322623 ,,724-2356-6126,,,Cut & Polished Diamonds,,0.66,0.30,0.30,714,(USD) ,0.00,0.00,150.00,0.00,0.00,0.00,0.00,150.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809907,31-Dec-2022,27-Jan-2023,0.00,20-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,20-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013719104,990109649853 ,,160-4953-3212,6301396,,Lab Grown Diamonds,,0.75,0.34,0.34,"11,889",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
809907,31-Dec-2022,27-Jan-2023,0.00,26-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,26-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013719922,990109659664 ,,160-4953-3352,6452118,,Lab Grown Diamonds,,1.10,0.50,0.50,"4,699",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
810517,06-Jan-2023,17-Feb-2023,0.00,29-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,29-Dec-2022,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LTD,912 C HUNG HOM ,HUNG HOM,,null,HK,99013720371,990109665054 ,,160-4953-3385,6539219,,Lab Grown Diamonds,,1.37,0.62,0.62,"8,325",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
810896,13-Jan-2023,27-Jan-2023,0.00,03-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,03-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013720954,990109671542 ,,618-2554-9856,6664384,,Lab Grown Diamonds,,0.99,0.45,0.45,"2,059",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
810896,13-Jan-2023,27-Jan-2023,0.00,06-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,06-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013721611,990109678881 ,,160-4953-3680,6743983,,Lab Grown Diamonds,,1.01,0.46,0.46,"8,554",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
810896,13-Jan-2023,27-Jan-2023,0.00,10-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,10-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013722277,990109686360 ,,160-4953-3901,6849513,,Lab Grown Diamonds,,0.88,0.40,0.40,"2,255",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
811512,19-Jan-2023,17-Feb-2023,0.00,28-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,28-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010B BHARAT ,MUMBAI,MH,400051,IN,34050451265,340517342385 ,,176-5697-8401,,,Cut & Polished Diamonds,,1.54,0.70,0.78,"13,529",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
811512,19-Jan-2023,17-Feb-2023,0.00,28-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,28-Dec-2022,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,GLD Diamonds Ltd,Diamonds Exchange ,Ramat Gan,,5252001,IL,34050451269,340517342422 ,,724-2356-6115,,,Cut & Polished Diamonds,,0.88,0.40,0.40,"7,902",(USD) ,0.00,0.00,150.00,0.00,0.00,0.00,0.00,150.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
811512,19-Jan-2023,17-Feb-2023,0.00,04-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,04-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Diamond Rocks Trading ,"11-F , Almas Tower ,",Dubai,,null,AE,34050451613,340517354300 ,,176-5658-7090,,,Cut & Polished Diamonds,,0.66,0.30,0.46,"19,020",(USD) ,0.00,0.00,295.00,0.00,0.00,0.00,0.00,295.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
811697,20-Jan-2023,27-Jan-2023,0.00,12-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,12-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013722955,990109693975 ,,160-4953-4026,6922687,,Lab Grown Diamonds,,0.79,0.36,0.36,"10,703",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
811697,20-Jan-2023,27-Jan-2023,0.00,17-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,17-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013723668,990109702176 ,,160-4953-4192,7025302,,Lab Grown Diamonds,,0.82,0.37,0.37,"1,838",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
812311,30-Jan-2023,23-Feb-2023,0.00,11-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,11-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,NIVODA LLP,JE 9010B BHARAT ,MUMBAI,MH,400051,IN,34050452106,340517373922 ,,176-5658-7300,,,Lab Grown C&P Diamonds,,1.32,0.60,0.90,"2,989",(USD) ,0.00,0.00,120.00,0.00,0.00,0.00,0.00,120.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
812311,30-Jan-2023,23-Feb-2023,0.00,20-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,,HK,20-Jan-2023,Nivoda HK Ltd,"Flat/Rm 12C, Blk A, ",Hung Hom,,null,HK,Diamond Rocks Trading ,"11-F , Almas Tower ,",Dubai,,null,AE,34050452787,340517400625 ,,176-5658-7440,,,Cut & Polished Diamonds,,1.10,0.50,0.50,"18,168",(USD) ,0.00,0.00,295.00,0.00,0.00,0.00,0.00,295.00,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
812453,31-Jan-2023,17-Feb-2023,0.00,26-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,27-Jan-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA HK LIMITED,912C 9/F HUNG ,HONG KONG,,null,HK,99013725138,990109719293 ,,160-5284-3722,7282887,,Lab Grown Diamonds,,1.41,0.64,0.64,"6,874",(USD) ,12.18,0.00,0.00,0.00,0.00,0.00,0.00,12.18,USD,"BRINK'S HONG KONG LTD.,HONG KONG,HK"
