BVC Bill Date,BVC Bill No.,Our Invoice No.,Shipping Bill No/BOE NO,OUR INVOICE VALUE,BACK TO TOWN SURCHARGE,AMENDMENT FACILITAION FEE,ONLINE FILING & E-SANCHIT SERVICE FEE,MISCALLENEOUS CHARGES,CONSOLIDATED AGENCY CHARGES,TAXTYPE,CGST,SGST,Total Tax,Round off,Total Amount
6/21/2022,2723BKCEXP017772,IN-US20220620008,2236279,191294.18,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/21/2022,2723BKCEXP017826,IN-HK20220620011,2234723,12321.88,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/21/2022,2723BKCEXP017828,IN-NL20220620010,2234380,14973.05,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/21/2022,2723BKCEXP017832,IN-NL20220617074,2201463,33630.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/22/2022,2723BKCEXP017880,IN-GB20220614041,2102219,2116.58,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/23/2022,2723BKCEXP018297,IN-NL20220621010,2263837,31276.41,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/24/2022,2723BKCEXP018425,IN-NL20220622017,2290202,20113.71,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/25/2022,2723BKCEXP018855,IN-US20220622008,2293645,112775.54,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/25/2022,2723BKCEXP018858,IN-GB20220621063,2293652,152517.34,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/25/2022,2723BKCEXP018861,IN-NL20220623033,2316353,29905.31,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/25/2022,2723BKCEXP018862,IN-NL20220623036,2316846,1667.84,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/28/2022,2723BKCEXP019227,IN-HK20220624031,2353361,32177.63,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/28/2022,2723BKCEXP019229,IN-GB20220623081,2351710,188279.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/28/2022,2723BKCEXP019230,IN-NL20220624030,2345053,6293.61,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/28/2022,2723BKCEXP019233,IN-HK20220622018,2298184,25336.96,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/29/2022,2723BKCEXP019748,IN-AE20220624045,2381232,30105.48,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/29/2022,2723BKCEXP019749,IN-NL20220624051,2367385,9155.24,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/29/2022,2723BKCEXP019751,IN-TR20220625002,2383462,14547.47,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/29/2022,2723BKCEXP019753,IN-NL20220627029,2405316,15119.15,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/29/2022,2723BKCEXP019755,IN-HK20220624044,2363345,20743.34,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP019958,IN-NL20220628037,2438968,2691.63,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP019961,IN-NL20220628035,2437472,14454.52,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP019972,IN-GB20220628029,2436451,9191.99,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP019974,IN-GB20220625032,2407356,89641.63,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP019976,IN-US20220627024,2407373,195065.63,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
6/30/2022,2723BKCEXP020288,IN-NL20220629025,2467422,26690.25,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/01/2022,2723BKCEXP020391,IN-US20220624024,2349858,97021.12,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/02/2022,2723BKCEXP020523,IN-NL20220630039,2493207,25818.54,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/02/2022,2723BKCEXP020531,IN-GB20220628070,2473700,146521.78,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/04/2022,2723BKCEXP020967,IN-NL20220701036,2527669,15850.71,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/04/2022,2723BKCEXP020971,IN-HK20220629041,2469095,33361.04,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/04/2022,2723BKCEXP020999,IN-US20220629013,2473636,123367.17,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/05/2022,2723BKCEXP021193,IN-GB20220630104,2541357,122537.81,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/05/2022,2723BKCEXP021195,IN-AE20220701038,2541014,16294.61,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/05/2022,2723BKCEXP021198,IN-HK20220701029,2530774,8393.83,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/05/2022,2723BKCEXP021238,IN-HK20220628022,2433919,44813.22,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/06/2022,2723BKCEXP021445,IN-NL20220704009,2581184,50882.08,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/06/2022,2723BKCEXP021447,IN-GB20220702035,2583324,112113.79,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/06/2022,2723BKCEXP021449,IN-US20220704002,2585346,177269.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/06/2022,2723BKCEXP021450,IN-HK20220704010,2582477,18130.62,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/06/2022,2723BKCEXP021503,IN-DE20220701037,2535032,1091.48,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/07/2022,2723BKCEXP021839,IN-NL20220705002,2606430,36596.75,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022076,IN-GB20220706033,2637338,213962.95,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022077,IN-NL20220707035,2654380,30737.44,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022078,IN-NL20220706044,2638890,42881.97,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022079,IN-NL20220706052,2639827,24955.16,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022117,IN-HK20220706034,2633545,6514.3,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/11/2022,2723BKCEXP022118,IN-US20220705042,2635209,118012.99,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022450,IN-NL20220707079,2681080,585.85,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022452,IN-NL20220708012,2681106,17035.59,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022454,IN-GB20220708017,2681501,2211.4,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022456,IN-HK20220708018,2683212,24676.37,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022641,IN-GB20220707114,2685489,147542.9,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
07/12/2022,2723BKCEXP022642,IN-US20220707068,2684925,221098.35,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022769,IN-GB20220709016,2732635,119904.28,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022770,IN-AE20220707052,2673215,33744.06,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022772,IN-HK20220711011,2730270,28514.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022805,IN-NL20220711010,2725908,46837.06,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022806,IN-TR20220708030,2689980,5754.41,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/13/2022,2723BKCEXP022807,IN-US20220711007,2730357,239144.93,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/14/2022,2723BKCEXP023135,IN-US20220701028,2541259,237543.72,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/14/2022,2723BKCEXP023142,IN-NL20220712040,2752681,42977.71,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/15/2022,2723BKCEXP023454,IN-GB20220713017,2786075,8590.44,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/15/2022,2723BKCEXP023455,IN-NL20220713013,2779391,23016.2,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/15/2022,2723BKCEXP023457,IN-GB20220712073,2782265,152858.9,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/15/2022,2723BKCEXP023458,IN-HK20220712053,2765642,25997.15,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/15/2022,2723BKCEXP023459,IN-US20220713006,2782586,123059.31,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/16/2022,2723BKCEXP023854,IN-NL20220714042,2803114,20568.11,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/16/2022,2723BKCEXP023856,IN-GB20220714048,2809838,4856.79,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/16/2022,2723BKCEXP023870,IN-HK20220714043,2804829,33205.97,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/18/2022,2723BKCEXP024032,IN-NL20220715038,2829567,9697.29,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/18/2022,2723BKCEXP024034,IN-NL20220715041,2832996,4986.35,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/18/2022,2723BKCEXP024035,IN-US20220715036,2832913,183415,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/19/2022,2723BKCEXP024311,IN-BE20220715069,2858014,54025.56,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/19/2022,2723BKCEXP024312,IN-GB20220714084,2833060,176634.95,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/19/2022,2723BKCEXP024313,IN-HK20220715070,2848473,11373.26,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/19/2022,2723BKCEXP024346,IN-AE20220715039,2831716,42156.94,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/20/2022,2723BKCEXP024737,IN-NL20220718017,2880878,5270.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/20/2022,2723BKCEXP024739,IN-NL20220715077,2853501,7124.53,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/20/2022,2723BKCEXP024740,IN-HK20220718013,2880012,10981.69,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/21/2022,2723BKCEXP024973,IN-TR20220718040,2893981,11394.39,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/21/2022,2723BKCEXP024974,IN-NL20220719043,2907038,28642.01,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/21/2022,2723BKCEXP024982,IN-GB20220716041,2884362,161189.04,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/21/2022,2723BKCEXP024984,IN-US20220718012,2884037,212887.3,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025443,IN-NL20220720055,2937290,24603.34,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025446,IN-HK20220720056,2935653,16606.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025456,IN-US20220719065,2936544,159189.81,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025458,IN-GB20220720043,2938006,114998.57,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025544,IN-AE20220720057,2938191,3915.7,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/22/2022,2723BKCEXP025563,IN-NL20220721003,2958801,38259.19,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/25/2022,2723BKCEXP025982,IN-NL20220721020,2984788,14784.21,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/25/2022,2723BKCEXP025984,IN-NL20220721022,2975378,8061.24,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026119,IN-GB20220721083,2990426,140633.68,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026121,IN-HK20220723013,3012217,22198.47,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026122,IN-HK20220721024,2980050,32993.53,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026380,IN-GB20220725034,3043724,4888.78,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026383,IN-NL20220725031,3040356,5442.65,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026386,IN-NL20220722049,3012218,29860.02,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026388,IN-HK20220725032,3040576,24202.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026390,IN-GB20220723027,3044810,117402.24,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/26/2022,2723BKCEXP026391,IN-AE20220723014,3014332,37935.22,0,0,300,0,500,CGST & SGST,72,72,144,0,944
7/26/2022,2723BKCEXP026425,IN-US20220721054,2989569,246589.88,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/28/2022,2723BKCEXP026822,IN-NL20220726026,3072626,266.2,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/28/2022,2723BKCEXP026823,IN-NL20220726019,3065664,23412.28,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/28/2022,2723BKCEXP026825,IN-US20220725024,3048076,212713.92,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/29/2022,2723BKCEXP026992,IN-GB20220726020,3095115,177433.49,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/29/2022,2723BKCEXP026993,IN-US20220727024,3096068,147088.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/29/2022,2723BKCEXP026994,IN-HK20220726052,3085988,22050.88,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/29/2022,2723BKCEXP026995,IN-NL20220727033,3092587,27943.38,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/30/2022,2723BKCEXP027292,IN-BE20220728025,3126893,51068.68,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/30/2022,2723BKCEXP027293,IN-NL20220728021,3120707,29092.49,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/30/2022,2723BKCEXP027684,IN-NL20220729049,3149912,5813.11,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
7/30/2022,2723BKCEXP027685,IN-NL20220729046,3149041,36942.89,0,0,100,0,1500,CGST & SGST,144,144,288,0,1888
7/30/2022,2723BKCEXP027686,IN-US20220729041,3153712,221670.33,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/02/2022,2723BKCEXP027851,IN-HK20220728037,3139807,36324.53,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/02/2022,2723BKCEXP027852,IN-GB20220728022,3154026,184175.95,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/02/2022,2723BKCEXP027855,IN-AE20220729053,3156630,17994.98,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/03/2022,2723BKCEXP028121,IN-HK20220801015,3209090,25754.26,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/03/2022,2723BKCEXP028122,IN-NL20220801014,3208719,11472.96,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/03/2022,2723BKCEXP028123,IN-US20220801010,3212511,163086.42,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/03/2022,2723BKCEXP028198,IN-GB20220729052,3153661,7156.29,0,0,300,0,1850,CGST & SGST,193.5,193.5,387,0,2537
08/03/2022,2723BKCEXP028200,IN-NL20220729078,3176359,34410.68,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028582,IN-GB20220802078,3240155,7362.88,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028584,IN-NL20220802073,3235872,28444.46,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028643,IN-NL20220803045,3264242,16682.75,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028644,IN-HK20220802079,3241996,45030.77,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028649,IN-GB20220802087,3267030,202959.15,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/05/2022,2723BKCEXP028650,IN-US20220803041,3266933,141113.01,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/06/2022,2723BKCEXP028949,IN-NL20220804035,3285679,22809.76,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/08/2022,2723BKCEXP029225,IN-HK20220803066,3290397,89326.46,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/08/2022,2723BKCEXP029245,IN-US20220805023,3315786,203954.45,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029632,IN-GB20220805040,3314208,3199.93,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029633,IN-NL20220805033,3312154,37135.55,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029634,IN-GB20220804104,3316330,127146.18,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029635,IN-AE20220805062,3319155,20604.49,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029636,IN-HK20220805073,3328991,502.87,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029716,IN-NL20220808032,3363369,17461.72,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029717,IN-TR20220805078,3327486,7846.18,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/10/2022,2723BKCEXP029718,IN-AE20220808033,3364676,17625.42,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029894,IN-NL20220810037,3412578,2147.43,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029895,IN-NL20220810034,3410799,30075.68,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029896,IN-GB20220806067,3367652,124707.52,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029897,IN-HK20220808028,3366314,12480.14,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029898,IN-US20220808027,3366207,196681.08,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP029899,IN-HK20220805066,3338997,31134.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
08/12/2022,2723BKCEXP030122,IN-NL20220811061,3437407,9958.06,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/16/2022,2723BKCEXP030290,IN-GB20220730033,3212733,114318.82,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030471,IN-GB20220811137,3461853,52966.72,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030472,IN-AE20220811090,3445871,17207.98,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030474,IN-HK20220811096,3461687,37593.02,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030475,IN-HK20220811063,3438517,25624.22,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030477,IN-NL20220811113,3451388,178.75,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030479,IN-NL20220811110,3450883,9158.18,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030481,IN-HK20220809048,3419910,80462.87,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030483,IN-US20220810075,3441762,65888.25,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030509,IN-US20220810032,3419809,137485.81,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030510,IN-GB20220811059,3442384,64907.33,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030512,IN-US20220811131,3461607,43731.64,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/17/2022,2723BKCEXP030514,IN-GB20220809085,3419911,147531.86,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/18/2022,2723BKCEXP030995,IN-GB20220816071,3510243,5264.28,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/18/2022,2723BKCEXP030998,IN-NL20220816063,3506543,25530.49,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/18/2022,2723BKCEXP031000,IN-GB20220813050,3505473,125902.02,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/18/2022,2723BKCEXP031016,IN-US20220816049,3504971,145158.8,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031438,IN-NL20220817060,3536203,30833.81,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031590,IN-ZA20220816077,3523016,14925.09,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031591,IN-HK20220816064,3507728,32023.06,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031601,IN-NL20220818033,3567188,1855.55,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031605,IN-GB20220817099,3566181,91716.58,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031608,IN-HK20220818039,3568924,1860.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031610,IN-HK20220818025,3565937,56052.44,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031612,IN-NL20220818030,3565262,12158.07,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031616,IN-GB20220816104,3542954,129998.5,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031619,IN-US20220817051,3542814,173421.03,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/20/2022,2723BKCEXP031674,IN-HK20220817052,3542765,46590.46,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032066,IN-HK20220819081,3608963,2988.91,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032070,IN-US20220818024,3565944,106493.41,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032076,IN-AE20220819043,3597641,26534.77,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032310,IN-US20220819072,3614074,86095.25,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032318,IN-HK20220819057,3613884,30053.57,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/23/2022,2723BKCEXP032320,IN-GB20220819085,3614672,120509.26,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/24/2022,2723BKCEXP032354,IN-NL20220819021,3593872,3610.64,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/24/2022,2723BKCEXP032355,IN-NL20220819079,3609012,33087.97,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/24/2022,2723BKCEXP032356,IN-NL20220820024,3625574,11303.29,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/25/2022,2723BKCEXP032599,IN-AE20220822044,3654332,13077.45,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/25/2022,2723BKCEXP032600,IN-GB20220822018,3645944,45949.48,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/25/2022,2723BKCEXP032601,IN-US20220820019,3645685,56420.79,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/25/2022,2723BKCEXP032602,IN-HK20220820020,3645654,11568.85,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/26/2022,2723BKCEXP032952,IN-DE20220823096,3683047,6271,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/26/2022,2723BKCEXP032954,IN-NL20220824091,3697700,29220.41,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/26/2022,2723BKCEXP032956,IN-US20220823018,3702248,188749.9,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/26/2022,2723BKCEXP032959,IN-GB20220824070,3702150,187830.65,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/26/2022,2723BKCEXP032986,IN-AU20220824102,3702982,2527.3,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/27/2022,2723BKCEXP033345,IN-TR20220816076,3523333,5931.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/27/2022,2723BKCEXP033387,IN-NL20220825027,3722118,776.1,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/27/2022,2723BKCEXP033388,IN-NL20220825030,3722427,46455.24,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/27/2022,2723BKCEXP033389,IN-US20220825034,3728898,9468.76,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/29/2022,2723BKCEXP033502,IN-HK20220824098,3704860,35045.32,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/29/2022,2723BKCEXP033503,IN-HK20220825025,3723987,16321.72,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/29/2022,2723BKCEXP033504,IN-NL20220826026,3750747,26661.4,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/29/2022,2723BKCEXP033505,IN-TR20220825043,3740111,6719.42,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/29/2022,2723BKCEXP033506,IN-NL20220826029,3752013,1246.42,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/30/2022,2723BKCEXP034330,IN-NL20220822057,3655262,9271.23,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/30/2022,2723BKCEXP034350,IN-NL20220826060,3770500,16496.99,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/30/2022,2723BKCEXP034353,IN-US20220827056,3813041,219242.82,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/30/2022,2723BKCEXP034361,IN-HK20220827071,3813746,15360.79,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
8/30/2022,2723BKCEXP034363,IN-NL20220829053,3809652,16663.96,0,0,300,0,1500,CGST & SGST,162,162,324,0,2124
