,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NIVODA LLP  - 01/01/2022   TO  30/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr. No.,Out MAWB,Execution Date,HAWB #,PU Date,SHIPPER NAME,CONSIGNEE NAME,Dest. Site Code,Dest. Site Country,Service Type, Customs Value $ USD,GRS WT,PKG.,Air Frt Chrgs,Hawb Fees,EU Chg.,Wt. Chg.,Val. Chg. ,CDC Charges,Handling charges,Ser. Tax,ACC Charges,Ground support charge,ETC CHANGES AIRLINE,Security Surcharges,Val Charges,Add Valuation,ASI Charges,Total Revenue INR,Frt. Collect in $”,
73,724 2113 0336,05/03/22,99013657261,03/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$80,914",3.75 KG,2,4600,,900,5400,8,,,, 270.00 ,,, 200.00 , 500.00 , 615.78 , 285.00 ,12778.78,,
74,514 0559 9005,07/03/22,99013657596,04/03/22,NIVODA LLP,DIAMOND ROCKS TRADING DMCC,3210,DUBAI,BDB STRONG ROOM TO DOOR,"$17,041",0.52 KG,1,5600,,,,8,,,, 270.00 ,, 720.00 , 200.00 , 500.00 , 129.40 , 285.00 ,7712.4,,
75,724 2113 0255,04/03/22,99013657418,04/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$99,321",3.97 KG,2,4600,,900,5400,8,,,, 270.00 ,,, 200.00 , 500.00 , 755.83 , 285.00 ,12918.83,,
76,160 4251 5771,09/03/22,99013657746,05/03/22,NIVODA LLP,NIVODA HK LIMITED,3405,HONG KONG,BDB STRONG ROOM TO DOOR,"$25,958",0.93 KG,1,4100,,,,8,,,, 270.00 ,,, 200.00 , 500.00 , 197.90 , 285.00 ,5560.9,,
77,176 3506 9882,08/03/22,99013657735,05/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$133,143",4.51 KG,2,4600,,,7200,8,,,, 270.00 ,, 720.00 , 200.00 , 500.00 ," 1,013.10 ", 285.00 ,14796.1,,
78,724 2113 0535,11/03/22,99013658149,08/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$138,149",4.93 KG,2,4600,,900,7200,8,,,, 270.00 ,,, 200.00 , 500.00 ," 1,048.09 ", 285.00 ,15011.09,,
79,724 2113 0535,11/03/22,99013658525,09/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$76,047",3.75 KG,2,4600,,900,5400,8,,,, 270.00 ,,, 200.00 , 500.00 , 576.79 , 285.00 ,12739.79,,
80,724 2113 2915,14/03/22,99013658800,10/03/22,NIVODA LLP,NIVODA USA LLC,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$91,299",2.60 KG,1,4600,,900,3600,8,,,, 270.00 ,,, 200.00 , 500.00 , 692.91 , 285.00 ,11055.91,,
81,724 2113 0535,11/03/22,99013658919,10/03/22,NIVODA LLP,NIVODA USA LLC ,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$477,967",3.97 KG,2,4600,,900,5400,8,,,, 270.00 ,,, 200.00 , 500.00 ," 3,627.71 ", 285.00 ,15790.71,,
82,724 2113 2915,14/03/22,99013658921,10/03/22,NIVODA LLP,NIVODA USA LLC ,969,NEW YORK,BDB STRONG ROOM TO DOOR,"$558,884",11.10 KG,4,4600,,900,18900,8,,,, 270.00 ,,, 200.00 , 500.00 ," 4,241.69 ", 285.00 ,29904.69,,
