#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
3972,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,04/04/2022,04/05/2022,01/04/2022,871361,251379,IR No,270880,M5112,,"DC2073,Bandra Kurla Complex, Bandra East,G,Mumbai-400051 Maharashtra India",,8075283,R1-C04516,1,Kgs,5.36,,CARAT,AAQFN4016M,PD-0579,72424517555,11014636493,RE-IMPORT,4649,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,3940,0,0,75546157,CUT AND POLISHED DIAMOND,123.990000 CARAT,709.2,-0.2,3940,1040201014,354.6,354.6,0,996719,c34ee7e3535fbfd907fe9d86f0baa69da8d7ef5375ee485667e06285fd9a1e50,251291,
4231,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/05/2022,03/06/2022,04/05/2022,898150,266914,ER No,866,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1154757,R1-C04516,2,Kgs,4.71,,CARAT,AAQFN4016M,PD-0579,07451147880,99013669775,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,6913002.13,CUT AND POLISHED DIAMOND,91.490000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,463300fe07856306e10b76d90c096f2aff93de0722e2b42105d6c16955dcbccf,251630,
4320,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/08/2022,16/09/2022,17/08/2022,1230422,324320,ER No,7158,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3542765,R1-C04516,1,Kgs,1.59,,CARAT,AAQFN4016M,PD-0579,61825448124,3013,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3656996.58,CUT AND POLISHED DIAMOND,43.490000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,0879a08025dc514eccea84dd18515ce9aba590713d14c6fab1b02705fe4d24fa,254873,
4447,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/02/2023,19/03/2023,17/02/2023,2570198,419500,ER No,9073,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7852290,R1-JE9010B,1,Kgs,0.51,,CARAT,AAQFN4016M,PD-0579,16052844385,99013730041,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,268998.92,CUT AND POLISHED DIAMOND,8.720000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,51927983e0c36bcfe43e40c7d87ca679647d41428b2ef40b11df497ecca357cb,259834,
4468,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/03/2023,08/04/2023,09/03/2023,2647942,429810,ER No,3128,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8323588,R1-JE9010B,1,Kgs,0.52,,CARAT,AAQFN4016M,PD-0579,02344149873,IPS/K008817,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,7255,CUT AND POLISHED DIAMOND,1.210000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,7bf6e54f61f5db71a66c47c67ddf178507765686edbdad9ff373ab5ee1ac6ab4,260715,
4530,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/06/2022,10/07/2022,10/06/2022,995542,288135,ER No,4619,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2024671,R1-C04516,1,Kgs,1.07,,CARAT,AAQFN4016M,PD-0579,17638168642,99013678438,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1467000.58,LAB. GROWN CPD,24.710000 CARAT,198,0,1100,1040201014,99,99,0,996719,f59e72fc4da56bb24bd9388908afb89ced090f7a140ba6336cdf5b1cb987dec2,253064,
4606,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/02/2023,23/03/2023,21/02/2023,2597478,421323,ER No,10623,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7942988,R1-JE9010B,1,Kgs,0.77,,CARAT,AAQFN4016M,PD-0579,02343978432,8360,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,96263.08,LAB. GROWN CPD,5.350000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,019676b672574c036247d9299468a86acf5674016792f4cec52b61abc76d1865,260020,
4826,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/01/2023,22/02/2023,23/01/2023,2357382,405186,ER No,8923,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7185666,R1-JE9010B,4,Kgs,12.96,,CARAT,AAQFN4016M,PD-0579,72426683786,99013724532,NORMAL,2348,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1990,0,0,35936000.26,CUT AND POLISHED DIAMOND,503.580000 CARAT,358.2,-0.2,1990,1040201014,179.1,179.1,0,996719,54b59cc36a7a45f39c148f7b09459f34d93780a90a96e5c477ed773904fe675b,259269,
4890,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/08/2022,19/09/2022,20/08/2022,1233750,326092,ER No,8478,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3597595,R1-C04516,1,Kgs,0.74,,CARAT,AAQFN4016M,PD-0579,51405832083,IPS/K003078,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,525.6,LAB. GROWN CPD,0.050000 CARAT,198,0,1100,1040201014,99,99,0,996719,30c8e8dcaac5379debdab5c34c502823e1785befd0eca0178c2e20be55e7dcb7,254873,
4958,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/11/2022,03/12/2022,03/11/2022,1809174,366094,ER No,1015,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5213910,R1-C04516,2,Kgs,4.28,,CARAT,AAQFN4016M,PD-0579,16049530386,99013709658,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,5388002.15,CUT AND POLISHED DIAMOND,67.700000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,416123382cf535764b16826c8613d9fb2b3d37bb6f92308b26ca66465159963f,257304,
5070,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,04/02/2023,06/03/2023,04/02/2023,2466150,411532,IR No,290649,M5112,,"HW6010,BHARAT DIAMOND BOURSE,,BANDRA KURLA COMPLEX, BANDRA EAST,,MUMBAI-400051 Maharashtra India",,4378876,R1-JE9010B,1,Kgs,0.65,,"CARAT,CARAT",AAQFN4016M,PD-0579,12553232664,7885466,RE-IMPORT,1180,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,250,0,1532764,"CUT AND POLISHED DIAMOND,LAB. GROWN CPD , CUT AND POLISHED DIAMOND,LAB. GROWN CPD","16.790000 CARAT,CARAT , 16.790000 CARAT,CARAT",135,0,1000,1040201014,90,90,0,996719,84c1a4bd1dc0ea2527d78a33319b4a28d1a653e3a775f7217ab4ffa2351fd217,259575,
5166,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/05/2022,04/06/2022,05/05/2022,899958,267582,ER No,1516,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1177241,R1-C04516,1,Kgs,0.81,,CARAT,AAQFN4016M,PD-0579,51405708566,0948,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,157332.81,CUT AND POLISHED DIAMOND,4.180000 CARAT,198,0,1100,1040201014,99,99,0,996719,3744ec82424072d3a882bdad6e623c167f4e29f78595541bf97c438fc8e37c3f,253065,
5241,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/12/2022,27/01/2023,28/12/2022,2148166,393757,ER No,11803,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6487089,R1-JE9010B,1,Kgs,0.76,,CARAT,AAQFN4016M,PD-0579,02343050475,IPS/K006788,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,124424.52,CUT AND POLISHED DIAMOND,1.550000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,7cef76b8d44f8edf5631a5918fe1bbf35237444682ff1ea962041e87d7cf8047,258486,
5391,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/09/2022,28/10/2022,28/09/2022,1519942,347747,ER No,13710,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4481175,R1-C04516,5,Kgs,10.72,,CARAT,AAQFN4016M,PD-0579,72426283972,2571,NORMAL,1534,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1300,0,0,10041863.89,CUT AND POLISHED DIAMOND,179.430000 CARAT,234,0,1300,1040201014,117,117,0,996719,e08b0adb7ecc7a42add41e2b72831057d198fbaae41fcdfe030a48db33854e11,256807,
5424,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/01/2023,19/02/2023,20/01/2023,2330582,404283,ER No,8219,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7108799,R1-JE9010B,1,Kgs,2.33,,CARAT,AAQFN4016M,PD-0579,02343518171,7341,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2658902.15,CUT AND POLISHED DIAMOND,48.790000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,450132e1f361687b706e0164c3c8379d21aaad27814ff4dbc7b361446dd38ae3,259269,
5576,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/12/2022,12/01/2023,13/12/2022,2030102,386488,ER No,5717,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6081677,R1-JE9010B,1,Kgs,1.03,,CARAT,AAQFN4016M,PD-0579,02343058525,6328,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1886274.43,CUT AND POLISHED DIAMOND,40.870000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,cf8d16017f98815354310995c523ef8babcadd741439c89e5dab0fa340f88f81,258307,
5690,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/09/2022,23/10/2022,23/09/2022,1477590,345253,ER No,11576,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4377502,R1-C04516,1,Kgs,1.46,,CARAT,AAQFN4016M,PD-0579,02341923162,IPS/K003874,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1191492.72,LAB. GROWN CPD,20.760000 CARAT,198,0,1100,1040201014,99,99,0,996719,b99cdc0e782295526229da31c26e50679dc0bf883e337e8e84bd4f112e914265,256015,
5692,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/10/2022,10/11/2022,11/10/2022,1642310,354689,ER No,4682,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4737976,R1-C04516,2,Kgs,5,,CARAT,AAQFN4016M,PD-0579,12551828243,99013705239,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,6440002.94,CUT AND POLISHED DIAMOND,101.800000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,8cc12da51251466c86a22b86ab7a1187a9ee61a5c8a8149e97fd50981e16e0cc,256637,
5898,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/07/2022,03/08/2022,04/07/2022,1071958,301105,ER No,1569,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2581184,R1-C04516,2,Kgs,3.77,,CARAT,AAQFN4016M,PD-0579,02340674756,IPS/K002172,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,4072343.28,CUT AND POLISHED DIAMOND,60.420000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,254df7c55df9a3de0c89f152d99a15b0fbb383ecea7b591a5337c04761e6a91e,253941,
5978,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/07/2022,03/08/2022,04/07/2022,1071478,301035,ER No,1501,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2583324,R1-C04516,5,Kgs,10.47,,CARAT,AAQFN4016M,PD-0579,12596625723,3600,NORMAL,1534,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1300,0,0,10463004.06,CUT AND POLISHED DIAMOND,161.770000 CARAT,234,0,1300,1040201014,117,117,0,996719,fdd0055c0b10ea3c808590d1e3e6892a87c330f0dc7c6fa68991d27d4959ca69,253941,
6258,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/04/2022,30/05/2022,30/04/2022,893030,265761,ER No,14119,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1084496,R1-C04516,2,Kgs,3.3,,CARAT,AAQFN4016M,PD-0579,72421156645,99013669290,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,5377999.05,CUT AND POLISHED DIAMOND,55.150000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,14c91014112256f9dc323ca604d87ff8ffa673d9b1907fd5ed65e9282a0e6ebe,251173,
6315,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/09/2022,21/10/2022,21/09/2022,1460598,343752,ER No,10072,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4323482,R1-C04516,5,Kgs,10.87,,CARAT,AAQFN4016M,PD-0579,12551828184,99013700940,NORMAL,1628,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1380,0,0,12340003.35,CUT AND POLISHED DIAMOND,205.450000 CARAT,248.4,-0.4,1380,1040201014,124.2,124.2,0,996719,ee3d472f04f395caa597fa474f68ec60a61f48df7c7fac27f84e53597d6fddb4,256015,
6476,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/01/2023,12/02/2023,13/01/2023,2268038,401116,ER No,5512,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6935436,R1-JE9010B,1,Kgs,2.37,,CARAT,AAQFN4016M,PD-0579,02343057136,IPS/K007205,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1947395.74,LAB. GROWN CPD,35.330000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,3e190bcf016f86f550614e00533152a845139cbb1dd2cca4d56ed818fe3d22bb,259269,
6651,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/03/2023,26/04/2023,27/03/2023,2768438,440038,ER No,11876,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8782867,R1-JE9010B,1,Kgs,0.8,,CARAT,AAQFN4016M,PD-0579,12553808285,99013738136,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,2152998.05,CUT AND POLISHED DIAMOND,22.740000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,361c640c35484755b5f92383b3f215f016a47aac1575a564d7931fb22673ea13,250421,
6796,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,22/11/2022,22/12/2022,22/11/2022,1892870,375437,ER No,8996,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5625166,R1-JE9010B,1,Kgs,0.84,,CARAT,AAQFN4016M,PD-0579,02342705950,5679,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,98327.83,CUT AND POLISHED DIAMOND,3.120000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,7a2d753b327385cb5355c5cb5bdf27220dec4ba302ae1ce077abcd74b67272de,257690,
6878,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/02/2023,15/03/2023,13/02/2023,2538198,416334,ER No,6310,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7742624,R1-JE9010B,1,Kgs,2.6,,CARAT,AAQFN4016M,PD-0579,02343978303,IPS/K008104,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,4841268.7,CUT AND POLISHED DIAMOND,40.740000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,31674864a47725e78d3f23d104f50853dcb9c017eae32a9ac15e100efcc1a448,259834,
6882,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/12/2022,13/01/2023,14/12/2022,2033638,387188,ER No,6546,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6134673,R1-JE9010B,2,Kgs,3.16,,CARAT,AAQFN4016M,PD-0579,02343058551,6409,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3180368.3,CUT AND POLISHED DIAMOND,29.560000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,d78e4662b0819511b4323fb9e9c3eb2683692c825e4a053764a082be00720447,258307,
7002,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/11/2022,23/12/2022,23/11/2022,1899958,375939,ER No,9467,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5653677,R1-JE9010B,1,Kgs,0.7,,CARAT,AAQFN4016M,PD-0579,51406039530,IPS/K005728,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,17357.91,LAB. GROWN CPD,0.540000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,21d6ffd26e7c4b48d0e02483e120da24c7339797763189604495e3adca265630,257690,
7179,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/12/2022,01/01/2023,02/12/2022,1966950,380818,ER No,890,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5880235,R1-JE9010B,1,Kgs,1.5,,CARAT,AAQFN4016M,PD-0579,02342705165,IPS/K006039,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,792263.82,CUT AND POLISHED DIAMOND,17.410000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,dcc909fd1e36dd8b363896532041dc93daf09a1a4ed17f2e324d43041d4bba25,258038,
7194,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/01/2023,09/02/2023,10/01/2023,2235414,398442,ER No,2980,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6810312,R1-JE9010B,3,Kgs,9.45,,CARAT,AAQFN4016M,PD-0579,12551855882,99013721970,NORMAL,1121,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,950,0,0,10007009.32,CUT AND POLISHED DIAMOND,218.010000 CARAT,171,0,950,1040201014,85.5,85.5,0,996719,1db27c5d79baa4a4eaa38a80c47cdf221047e0737c87becc3431c9ece9f2f3f0,258988,
7254,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/07/2022,18/08/2022,19/07/2022,1108342,309233,ER No,8320,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2884037,R1-C04516,3,Kgs,6.07,,CARAT,AAQFN4016M,PD-0579,72424707620,6612,NORMAL,1864,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1580,0,0,16644998.25,CUT AND POLISHED DIAMOND,140.350000 CARAT,284.4,-0.4,1580,1040201014,142.2,142.2,0,996719,b9c12732a9422c54a170b74d72f0b0102b4e19e32958ac0618d453ca60485039,254186,
7259,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,01/02/2023,03/03/2023,01/02/2023,2439078,409502,ER No,27,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7431395,R1-JE9010B,1,Kgs,0.37,,CARAT,AAQFN4016M,PD-0579,17657591170,99013726148,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1032965.15,CUT AND POLISHED DIAMOND,3.200000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,573b019485d9dc9e1d2aefe063941abe58274d6c5ea5628c1e82291c946177dc,259575,
7273,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/02/2023,08/03/2023,06/02/2023,2487670,412238,ER No,2630,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7564351,R1-JE9010B,3,Kgs,9.24,,CARAT,AAQFN4016M,PD-0579,72426692606,99013727184,NORMAL,1546,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1310,0,0,18608994.89,CUT AND POLISHED DIAMOND,313.240000 CARAT,235.8,0.2,1310,1040201014,117.9,117.9,0,996719,bdfe469889ebc96aac47dd781b4f1993b2b37364c8111c3b5b5cf706912e1bc9,259834,
7329,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/06/2022,17/07/2022,17/06/2022,1000182,291516,ER No,7552,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2180311,R1-C04516,1,Kgs,1.54,,CARAT,AAQFN4016M,PD-0579,02340516136,1834,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1340483.92,CUT AND POLISHED DIAMOND,17.370000 CARAT,198,0,1100,1040201014,99,99,0,996719,a6a0ef6e5fe107cc1525c0ac9666e1fa0212f63f6484674f954912e594a75abd,253064,
7377,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/05/2022,01/06/2022,02/05/2022,893862,266213,ER No,361,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1115660,R1-C04516,1,Kgs,1.3,,CARAT,AAQFN4016M,PD-0579,02364918906,IPS/K000882,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,918435.61,CUT AND POLISHED DIAMOND,20.490000 CARAT,198,0,1100,1040201014,99,99,0,996719,13a482a7b72fa3c96e8fd55502dde6fdbd822781b465c4f2eedd050ca5281799,251630,
7429,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/04/2022,13/05/2022,13/04/2022,878854,256003,ER No,5273,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9658993,R1-C04516,1,Kgs,1.43,,CARAT,AAQFN4016M,PD-0579,02364536146,419,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1349311.78,CUT AND POLISHED DIAMOND,13.620000 CARAT,198,0,1100,1040201014,99,99,0,996719,df33b5f0260fbaeae5289da077c1cdf6eeffa8125ea191db4b64b190bfd2169a,251291,
7780,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/04/2022,11/05/2022,11/04/2022,876774,254541,ER No,4126,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9609941,R1-C04516,2,Kgs,5.37,,CARAT,AAQFN4016M,PD-0579,72421149520,99013664835,NORMAL,1581,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1340,0,0,10573000.06,CUT AND POLISHED DIAMOND,114.760000 CARAT,241.2,-0.2,1340,1040201014,120.6,120.6,0,996719,977e3423c9feeec91e8aed6089d774a8a57fdd26a253af5634b5ffc4fdfa4239,251291,
