Invoice #,Invoice Date,Paid Date,Balance Amount,Shipment Create Date,Shipper Company,Shp. Address,Shp. City,Shp. State,Shp. Zip/Postal Code,Shp. Country,Pickup Date,Pickup Company,PU Address,PU City,PU State,PU Zip/Postal ,PU Country,Delivery Company,Dlv. Address,Dlv. City,Dlv. State,Dlv. Zip/Postal ,Dlv. Country,HAWB #,Item #,P.O.#,MAWB #,Shippers Ref,Pick Up Invoice Number,Commodity,,Weight (LBs),Weight (KGs),Chrg. Weight (KGs),Liability,Liability Currency,Base Charge,Weight Charge,Valuation Charge,Security Charge,Fuel Charge,Other Charges,Tax Amount,Total,Currency Code,Invoicing Entity
2314886,26-Apr-2023,19-May-2023,0.00,18-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,18-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013742347,990109914114 ,,724-7026-1015,9366445,,Lab Grown Diamonds,,12.08,5.48,5.48,"75,922",(USD) ,85.00,0.00,45.55,25.00,0.00,35.00,0.00,190.55,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2314886,26-Apr-2023,19-May-2023,0.00,19-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,19-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013742568,990109916483 ,,724-7026-3756,9394157,,Lab Grown Diamonds,,10.45,4.74,4.74,"58,553",(USD) ,85.00,0.00,35.13,25.00,0.00,35.00,0.00,180.13,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2314886,26-Apr-2023,19-May-2023,0.00,21-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,21-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013743073,990109922245 ,,724-7026-3874,9454432,,Lab Grown Diamonds,,27.01,12.25,12.25,"237,616",(USD) ,85.00,0.00,142.57,25.00,0.00,35.00,0.00,287.57,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2314886,26-Apr-2023,19-May-2023,0.00,12-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,12-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11021570779,11021570779 ,,724-7085-4534,,,Lab Grown C&P Diamonds,,2.62,1.19,1.19,"41,229",(USD) ,0.00,48.00,200.00,30.00,13.20,100.00,0.00,391.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2314886,26-Apr-2023,19-May-2023,0.00,18-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,18-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11021574176,11021574176 ,,724-7085-4991,,,Lab Grown C&P Diamonds,,2.25,1.02,1.02,"39,974",(USD) ,0.00,48.00,200.00,30.00,13.20,100.00,0.00,391.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2314886,26-Apr-2023,19-May-2023,0.00,21-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,21-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015281370,11015281370 11015281490 ,,724-7100-9153,,,LAB GROWN DIAMONDS,,1.46,0.66,0.66,"42,599",(USD) ,0.00,0.00,90.00,0.00,0.00,100.00,0.00,190.00,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,23-Nov-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,,HK,23-Nov-2022,Nivoda HK Ltd,"912C, 9/F,",Hung Hom,,null,HK,Nivoda Limited,"Suite 903, 589 Fifth ",New York,NY,10017,US,34050449059,340517235484 ,,724-2356-5894,,,Cut & Polished Diamonds,,2.20,1.00,1.00,"100,382",(USD) ,0.00,0.00,0.00,25.00,0.00,402.72,0.00,427.72,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,24-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,24-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013743424,990109926530 ,,724-7026-3944,9500873,,Lab Grown Diamonds,,24.60,11.16,11.16,"209,369",(USD) ,85.00,0.00,125.62,25.00,0.00,35.00,0.00,270.62,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,25-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,25-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013743698,990109929470 ,,724-7026-6593,9530221,,Lab Grown Diamonds,,11.44,5.19,5.19,"77,981",(USD) ,85.00,0.00,46.79,25.00,0.00,35.00,0.00,191.79,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,26-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,26-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013744034,990109932981 ,,724-7026-6615,9559732,,Lab Grown Diamonds,,12.92,5.86,5.86,"121,875",(USD) ,85.00,0.00,73.13,25.00,0.00,35.00,0.00,218.13,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,28-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,28-Apr-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013744509,990109938334 ,,724-7026-6840,9617387,,Lab Grown Diamonds,,26.41,11.98,11.98,"287,676",(USD) ,85.00,0.00,172.61,25.00,0.00,35.00,0.00,317.61,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2315744,30-Apr-2023,26-May-2023,0.00,28-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,28-Apr-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015292917,11015292917 11015292918 ,,724-7100-9621,,,Lab Grown C&P Diamonds,,1.57,0.71,0.71,"17,483",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,02-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,02-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013744951,990109943610 ,,724-7026-7061,9701734,,Lab Grown Diamonds,,24.45,11.09,11.09,"188,425",(USD) ,85.00,0.00,113.06,25.00,0.00,35.00,0.00,258.06,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,03-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,03-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013745215,990109946502 ,,724-7026-7083,9726908,,Lab Grown Diamonds,,20.61,9.35,9.35,"190,852",(USD) ,85.00,0.00,114.51,25.00,0.00,35.00,0.00,259.51,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,06-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,06-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013745968,990109955296 ,,724-7026-7433,9817524,,Lab Grown Diamonds,,42.68,19.36,19.36,"379,318",(USD) ,85.00,0.00,227.59,25.00,0.00,35.00,0.00,372.59,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,08-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,08-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013746163,990109957282 ,,724-7026-7433,9839171,,Lab Grown Diamonds,,9.74,4.42,4.42,"58,046",(USD) ,85.00,0.00,35.00,25.00,0.00,35.00,0.00,180.00,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,04-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,04-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015302663,11015302663 11015302664 ,,724-7101-0170,,,Lab Grown C&P Diamonds,,1.87,0.85,0.85,"28,416",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2316532,10-May-2023,09-Jun-2023,0.00,08-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,08-May-2023,BRINK'S GLOBAL ,580 FIFTH AVENUE,NEW YORK,NY,10036,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015309033,11015309033 ,,724-7101-0365,,,Lab Grown C&P Diamonds,,1.90,0.86,0.86,"22,975",(USD) ,0.00,32.00,200.00,30.00,13.20,100.00,0.00,375.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,09-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,09-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013746376,990109959662 ,,724-7027-4890,9884453,,Lab Grown Diamonds,,12.68,5.75,5.75,"132,841",(USD) ,85.00,0.00,79.70,25.00,0.00,122.60,0.00,312.30,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,10-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,10-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013746613,990109962296 ,,724-7027-4934,9914408,,Lab Grown Diamonds,,11.68,5.30,5.30,"85,809",(USD) ,85.00,0.00,51.49,25.00,0.00,35.00,0.00,196.49,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,12-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,12-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013747119,990109968143 ,,724-7027-5181,9970070,,Lab Grown Diamonds,,30.75,13.95,13.95,"308,729",(USD) ,85.00,0.00,185.24,25.00,0.00,161.96,0.00,457.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,15-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,15-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013747461,990109972284 ,,724-7027-5413,1020453,,Lab Grown Diamonds,,30.31,13.75,13.75,"290,697",(USD) ,85.00,0.00,174.42,25.00,0.00,35.00,0.00,319.42,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,16-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,16-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013747775,990109975972 ,,724-7027-5413,1052634,,Lab Grown Diamonds,,12.39,5.62,5.62,"105,773",(USD) ,85.00,0.00,63.46,25.00,0.00,35.00,0.00,208.46,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,17-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,17-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013747965,990109978212 ,,724-7027-5435,1076325,,Lab Grown Diamonds,,16.31,7.40,7.40,"110,220",(USD) ,85.00,0.00,66.13,25.00,0.00,35.00,0.00,211.13,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,19-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,19-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013748500,990109984114 ,,724-7027-5623,1135935,,Lab Grown Diamonds,,37.26,16.90,16.90,"302,061",(USD) ,85.00,0.00,181.24,25.00,0.00,35.00,0.00,326.24,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,22-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,22-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013748895,990109988841 ,,724-7112-0921,1188723,,Lab Grown Diamonds,,35.05,15.90,15.90,"358,677",(USD) ,85.00,0.00,215.21,25.00,0.00,35.00,0.00,360.21,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,23-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,23-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013749103,990109991280 ,,724-7112-0943,1215490,,Lab Grown Diamonds,,11.90,5.40,5.40,"69,297",(USD) ,85.00,0.00,41.58,25.00,0.00,35.00,0.00,186.58,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,24-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,24-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013749394,990109994312 ,,724-7112-1396,1251352,,Lab Grown Diamonds,,13.12,5.95,5.95,"138,565",(USD) ,85.00,0.00,83.14,25.00,0.00,35.00,0.00,228.14,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,26-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,26-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013749882,990109999993 ,,724-7112-1444,1302710,,Lab Grown Diamonds,,25.02,11.35,11.35,"259,152",(USD) ,85.00,0.00,155.49,25.00,0.00,35.00,0.00,300.49,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,29-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,29-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013750256,990110004241 ,,724-7112-1621,1357952,,Lab Grown Diamonds,,22.27,10.10,10.10,"211,342",(USD) ,85.00,0.00,126.80,25.00,0.00,35.00,0.00,271.80,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,30-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,30-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013750442,990110006470 ,,724-7112-1654,1386185,,Lab Grown Diamonds,,11.57,5.25,5.25,"117,648",(USD) ,85.00,0.00,70.59,25.00,0.00,35.00,0.00,215.59,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,31-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,31-May-2023,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,NIVODA USA LLC,589 FIFTH AVENUE,NEW YORK,NY,10017,US,99013750661,990110008846 ,,724-7112-1676,1417758,,Lab Grown Diamonds,,10.56,4.79,4.79,"59,570",(USD) ,85.00,0.00,35.74,25.00,0.00,35.00,0.00,180.74,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,15-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,15-May-2023,BRINK'S GLOBAL ,580 FIFTH AVENUE,NEW YORK,NY,10036,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015320797,11015320797 11015321818 ,,724-7101-0796,,,Lab Grown C&P Diamonds,,1.90,0.86,0.86,"38,481",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,17-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,17-May-2023,BRINK'S GLOBAL ,580 FIFTH AVENUE,NEW YORK,NY,10036,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015326034,11015326034 11015326166 ,,724-7101-1194,,,Lab Grown C&P Diamonds,,2.14,0.97,0.97,"37,082",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,19-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,19-May-2023,BRINK'S GLOBAL ,580 FIFTH AVENUE,NEW YORK,NY,10036,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015331346,096978799526 11015331346 ,,724-7101-1286,,,LAB GROWN C&P ,,1.74,0.79,0.79,"13,910",(USD) ,0.00,0.00,90.00,0.00,0.00,100.00,0.00,190.00,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,25-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,25-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,NIVODA LLP,JE 9010 BHARAT ,MUMBAI,MH,400051,IN,11015339431,11015339431 11015339432 ,,724-7101-1695,,,Lab Grown C&P Diamonds,,2.20,1.00,1.00,"53,784",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
2318680,31-May-2023,16-Jun-2023,0.00,30-May-2023,Nivoda USA LLC,589 5th Avenue,New York City,NY,10017,US,30-May-2023,BRINK'S GLOBAL ,580 FIFTH AVENUE,NEW YORK,NY,10036,US,NIVODA LLP,"JE 9010 B , Bharat ",MUMBAI,MH,400051,IN,11015345105,11015345105 11015345202 ,,724-7101-1861,,,Lab Grown C&P Diamonds,,1.41,0.64,0.64,"22,980",(USD) ,0.00,32.00,200.00,30.00,16.20,100.00,0.00,378.20,USD,"BRINK'S GLOBAL SERVICES,NEW YORK,US"
