CONBRN,CONBILLNO,CONBILLDATE,CONSHIPPER,CONCOSIGN,CONHAWBNO,CONHAWBDT,MAWB,CONMAWDT,TrackingNo,CONPRD1,CONPKGS,CONGRSWT,CONNETWT,CONSHPBILL,CONPORT,FREIGHT,OTHER,VALCHG,CONAGTFEE,CONCARRFEE,TOTAL,GST,ROUND OFF,AMOUNT DUE,CGSTAMT,SGSTAMT,IGSTAMT,UTGSTAMT,OCGSTAMT,OSGSTAMT,OIGSTAMT,OUTGSTAMT,FCGSTTAXRATE,CGST,FSGSTTAXRATE,SGST,FIGSTTAXRATE,IGST,FUTGSTTAXRATE,UTGST,ROUNDOFF,DISCOUNT,CONTOSHIP,SHIPPER,EXPRTNM,BILLTO,ServiceType,shipmentProductType,ShipmentDays,AIRLINECODE,AIRLINE,JOBNO,CIFVAL,CIFRS,GRNO,GRDT,ShipperPan,BillingPartyPanNo,IPSDDF,BLADD1,BLADD2,BLADD3,BLCITY,BLSTNAME,BLSTGSTSTATE,BLGSTNO,BLPANNO,BLCODE,BLPIN
BKC  ,2724BKCIPS000071,4/8/2023,N00691    ,W0800,IPS/K000024                   ,4/3/2023,02344619024,4/1/2023,396488350198,LAB GROWN CUT & POLISHED DIAMONDS,1,2.12,26.48,9006983,AMS,15599,0,0,0,3743,19342,3481.56,0,22824,0,0,673.74,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE000027            ,59753.07,5150715,WA-20230401034,4/1/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000072,4/8/2023,N00691    ,N2828,IPS/K000027                   ,4/3/2023,02344619035,4/1/2023,"396488572198,3161",LAB GROWN CUT & POLISHED DIAMONDS,2,4.26,117.36,9007661,VIC,17999,0,0,0,7483,25482,4586.76,0,30069,0,0,1346.94,0,0,0,0,0,0,0,0,0,18,3239.82,0,0,0.24,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE000056            ,80414.35,4318251,WA 20230401038,4/1/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000073,4/8/2023,N00691    ,W0800,IPS/K000029                   ,4/3/2023,02344619024,4/1/2023,396488825640,LAB GROWN CUT & POLISHED DIAMONDS,1,2.18,29.73,9007647,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE000055            ,32802.42,2827569,WA 20230401040,4/1/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000074,4/8/2023,N00691    ,W0800,IPS/K000046                   ,4/3/2023,02344619024,4/3/2023,396522066030,LAB GROWN CUT & POLISHED DIAMONDS,1,2.32,35.64,9031525,AMS,12699,0,0,0,3743,16442,2959.56,0,19402,0,0,673.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900201            ,36429.98,3140264,WA-20230403037,4/3/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000075,4/8/2023,N00691    ,N2848,IPS/K000047                   ,4/3/2023,02344619024,4/3/2023,396522239487,LAB GROWN CUT & POLISHED DIAMONDS,1,0.96,2.81,9031530,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900202            ,794.69,78118,WA-20230403036,4/3/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000076,4/8/2023,N00691    ,W0800,IPS/K000052                   ,4/3/2023,02344619024,4/3/2023,396522682661,LAB GROWN CUT & POLISHED DIAMONDS,1,0.86,2.06,9034091,AMS,10400,0,500,0,2930,13830,2489.4,0,16319,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900229            ,1100.16,94834,WA 20230403044,4/3/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000077,4/8/2023,N00691    ,N2673,IPS/K000053                   ,4/3/2023,02344619024,4/3/2023,396524098119,LAB GROWN CUT & POLISHED DIAMONDS,1,0.93,4.91,9034662,NYC,9850,0,500,0,2770,13120,2361.6,0,15482,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1863,0,0,0.4,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900237            ,1540.27,126225,WA-20230403043,4/3/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000078,4/8/2023,N00691    ,N2828,IPS/K000054                   ,4/3/2023,02344619035,4/3/2023,396522829574,LAB GROWN CUT & POLISHED DIAMONDS,1,0.8,1.27,9035903,VIC,11650,0,500,0,3070,15220,2739.6,0,17960,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2187,0,0,0.4,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900249            ,608.16,32658,WA 20230403045,4/3/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000079,4/8/2023,N00691    ,W0800,IPS/K000087                   ,4/5/2023,02344619050,4/5/2023,"396639881544,2312",LAB GROWN CUT & POLISHED DIAMONDS,2,3.85,51.36,9078843,AMS,12699,0,0,0,6993,19692,3544.56,0,23237,0,0,1258.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900520            ,43481.79,3748130,WA-20230405079,4/5/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000080,4/8/2023,N00691    ,W0800,IPS/K000124                   ,4/6/2023,02344619061,4/5/2023,396640306983,LAB GROWN CUT & POLISHED DIAMONDS,1,2.53,40.12,9086197,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900632            ,39899.45,3439333,WA 20230405056,4/5/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000081,4/8/2023,N00691    ,N2848,IPS/K000127                   ,4/6/2023,02344619061,4/5/2023,396640439532,CUT & POLISHED DIAMONDS,1,0.64,9.57,9090844,LON,10400,0,0,0,1305,11705,2106.9,0,13812,0,0,234.9,0,0,0,0,0,0,0,0,0,18,1872,0,0,0.1,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900649            ,3074.07,302181,WA 20230405058,4/5/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000082,4/8/2023,N00691    ,N2828,IPS/K000140                   ,4/6/2023,02344619072,4/5/2023,396648990970,CUT & POLISHED LAB GROWN DIAMONDS,1,0.92,26.44,9096089,VIC,11650,0,600,0,3070,15320,2757.6,0,18078,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2205,0,0,0.4,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900728            ,5584.79,299903,20230405079,4/5/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000083,4/8/2023,N00691    ,N2828,IPS/K000157                   ,4/6/2023,02344619072,4/6/2023,396689336851,LAB GROWN CUT & POLISHED DIAMONDS,2,3.88,65.32,9107996,VIC,15999,0,6924,0,7483,30406,5473.08,0,35879,0,0,1346.94,0,0,0,0,0,0,0,0,0,18,4126.14,0,0,-0.08,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900789            ,64471.37,3462113,WA 20230406052,4/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000084,4/8/2023,N00691    ,W0800,IPS/K000167                   ,4/6/2023,02344619061,4/6/2023,"396690341784,1913",LAB GROWN CUT & POLISHED DIAMONDS,2,3.47,44.88,9111912,AMS,12699,0,0,0,6993,19692,3544.56,0,23237,0,0,1258.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900814            ,33163.47,2858691,WA 20230406065,4/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000086,4/8/2023,N00691    ,N2673,IPS/K000179                   ,4/6/2023,02344619061,4/6/2023,396690067293,LAB GROWN CUT & POLISHED DIAMONDS,1,0.92,12.62,9113704,NYC,9850,0,776,0,2770,13396,2411.28,0,15807,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1912.68,0,0,-0.28,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900843            ,4735.07,388039,WA 20230406070,4/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000087,4/8/2023,N00691    ,N2848,IPS/K000182                   ,4/6/2023,02344619061,4/6/2023,396690407380,LAB GROWN CUT & POLISHED DIAMONDS,1,0.78,4.07,9112739,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE900827            ,717.44,70524,WA 20230406068,4/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000195,4/12/2023,N00691    ,W0800,IPS/K000174                   ,4/6/2023,02344619061,4/6/2023,396690273191,CUT & POLISHED DIAMONDS,1,0.93,3.59,9110448,AMS,10400,0,500,0,2930,13830,2489.4,0,16319,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE900818            ,2299.02,198176,WA 20230406064,4/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000196,4/12/2023,N00691    ,N2828,IPS/K000202                   ,4/7/2023,02344619094,4/7/2023,396736540388,CUT & POLISHED DIAMONDS,1,2.84,58.16,9132665,VIC,15999,0,5872,0,4835,26706,4807.08,0,31513,0,0,870.3,0,0,0,0,0,0,0,0,0,18,3936.78,0,0,-0.08,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901091            ,54677.22,2936167,20230407058,4/7/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000197,4/12/2023,N00691    ,W0800,IPS/K000204                   ,4/7/2023,02344619083,4/7/2023,396736497693,CUT & POLISHED LAB GROWN DIAMONDS,1,2.76,43.6,9132330,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901098            ,39696.21,3421813,20230407077,4/7/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000198,4/12/2023,N00691    ,W0800,IPS/K000222                   ,4/8/2023,02344619116,4/8/2023,396774353902,CUT & POLISHED LAB GROWN DIAMONDS,1,2.42,38.67,9149920,AMS,12699,0,0,0,3743,16442,2959.56,0,19402,0,0,673.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901200            ,33620.93,2898124,20230408019,4/8/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000199,4/12/2023,N00691    ,N2828,IPS/K000224                   ,4/8/2023,02344619120,4/8/2023,396774390127,CUT & POLISHED LAB GROWN DIAMONDS,1,1.2,11.2,9149914,VIC,11650,0,1949,0,3070,16669,3000.42,0,19669,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2447.82,0,0,-0.42,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901204            ,18145.73,974426,20230408020,4/8/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000200,4/12/2023,N00691    ,W0800,IPS/K000247                   ,4/10/2023,02344619131,4/10/2023,396800549928,LAB GROWN CUT & POLISHED DIAMONDS,1,2.03,21.19,9172472,AMS,10400,0,3427,0,3743,17570,3162.6,0,20733,0,0,673.74,0,0,0,0,0,0,0,0,0,18,2488.86,0,0,0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901317            ,19877.83,1713469,WA 20230410020,4/10/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000201,4/12/2023,N00691    ,N2828,IPS/K000249                   ,4/10/2023,02344619142,4/10/2023,396800667356,LAB GROWN CUT & POLISHED DIAMONDS,1,1,9.41,9173304,VIC,11650,0,886,0,3070,15606,2809.08,0,18415,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2256.48,0,0,-0.08,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901324            ,8246.38,442831,WA 20230410022,4/10/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000287,4/14/2023,N00691    ,W0800,IPS/K000269                   ,4/11/2023,02344619164,4/11/2023,396860185840,LAB GROWN CUT & POLISHED DIAMONDS,1,0.97,36.26,9201994,AMS,10400,0,1194,0,2930,14524,2614.32,0,17138,0,0,527.4,0,0,0,0,0,0,0,0,0,18,2086.92,0,0,-0.32,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901557            ,6924.51,596893,WA 20230410032,4/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000288,4/14/2023,N00691    ,N2673,IPS/K000270                   ,4/11/2023,02344619164,4/11/2023,396860038500,CUT & POLISHED LAB GROWN DIAMONDS,1,0.94,5.22,9201999,NYC,9850,0,500,0,2770,13120,2361.6,0,15482,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1863,0,0,0.4,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901559            ,2291.11,185809,20230410026,4/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000289,4/14/2023,N00691    ,W0800,IPS/K000275                   ,4/11/2023,02344619164,4/11/2023,396860492611,LAB GROWN CUT & POLISHED DIAMONDS,1,1.71,24.79,9202295,AMS,10400,0,3503,0,2930,16833,3029.94,0,19863,0,0,527.4,0,0,0,0,0,0,0,0,0,18,2502.54,0,0,0.06,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901579            ,20316.4,1751274,WA 20230411057,4/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000290,4/14/2023,N00691    ,N2828,IPS/K000277                   ,4/11/2023,02344619153,4/11/2023,396860581720,LAB GRIOWN CUT & POLISHED DIAMONDS,1,1.06,8.03,9202556,VIC,11650,0,633,0,3070,15353,2763.54,0,18117,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2210.94,0,0,0.46,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901580            ,5892.36,316420,WA 20230411061,4/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000291,4/14/2023,N00691    ,N2848,IPS/K000281                   ,4/11/2023,02344619164,4/11/2023,396862772378,CUT & POLISHED LAB GROWN DIAMONDS,1,0.92,30.61,9206117,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901607            ,4425.03,434980,WA20230411065,4/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000292,4/14/2023,N00691    ,N2828,IPS/K000311                   ,4/12/2023,02344721305,4/12/2023,396913383081,LAB GROWNCUT & POLISHED DIAMONDS,1,1.85,26.34,9230331,VIC,11650,0,2528,0,3070,17248,3104.64,0,20353,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2552.04,0,0,0.36,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE901791            ,23540.79,1264140,WA 20230412062,4/12/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000293,4/14/2023,N00691    ,W0800,IPS/K000313                   ,4/12/2023,02344619175,4/12/2023,396914133651,CUT & POLISHED DIAMONDS,1,1.38,13.38,9231499,AMS,10400,0,3411,0,4555,18366,3305.88,0,21672,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2485.98,0,0,0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE901796            ,19785.1,1705476,WA 20230412064,4/12/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000294,4/14/2023,N00691    ,N2828,IPS/K000352                   ,4/13/2023,02344721320,4/13/2023,396964024247,LAB GROWN CUT & POLISHED DIAMONDS,1,2.1,38.69,9259418,VIC,11650,0,2369,0,3953,17972,3234.96,0,21207,0,0,711.54,0,0,0,0,0,0,0,0,0,18,2523.42,0,0,0.04,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE902057            ,22057.09,1184466,WA 20230413038,4/13/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000295,4/14/2023,N00691    ,W0800,IPS/K000355                   ,4/13/2023,02344721316,4/13/2023,396964372692,CUT & POLISHED LAB GROWN DIAMONDS,1,2.89,40.46,9261254,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE902080            ,48991.44,4223062,WA20230413043,4/13/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000408,4/18/2023,N00691    ,N2828,IPS/K000362                   ,4/15/2023,02344721353,4/13/2023,396964922352,CUT & POLISHED LAB GROWN DIAMONDS,1,0.77,8.02,9263521,VIC,11650,0,500,0,3070,15220,2739.6,0,17960,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2187,0,0,0.4,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE902113            ,2975.72,159796,WA20230413045,4/13/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000409,4/18/2023,N00691    ,N2848,IPS/K000395                   ,4/15/2023,02344721342,4/15/2023,397053324114,LAB GROWN CUT & POLISHED DIAMONDS,1,0.96,4.28,9303916,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE902335            ,791.92,77846,WA 20230414139,4/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000410,4/18/2023,N00691    ,N2673,IPS/K000396                   ,4/15/2023,02344721342,4/15/2023,397053361737,LAB GROWN CUT & POLISHED DIAMONDS,1,0.84,3.68,9303915,NYC,9850,0,500,0,2770,13120,2361.6,0,15482,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1863,0,0,0.4,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE902336            ,1068.47,86653,WA 20230414166,4/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS000411,4/18/2023,N00691    ,W0800,IPS/K000398                   ,4/15/2023,02344721342,4/15/2023,397054281857,LAB GROWN CUT & POLISHED DIAMONDS,1,1.03,5.54,9304109,AMS,10400,0,500,0,2930,13830,2489.4,0,16319,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE902334            ,1742.83,150232,WA 20230414137,4/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
