CONBRN,CONBILLNO,CONBILLDATE,CONSHIPPER,CONCOSIGN,CONHAWBNO,CONHAWBDT,MAWB,CONMAWDT,TrackingNo,CONPRD1,CONPKGS,CONGRSWT,CONNETWT,CONSHPBILL,CONPORT,FREIGHT,OTHER,VALCHG,CONAGTFEE,CONCARRFEE,TOTAL,GST,ROUND OFF,AMOUNT DUE,CGSTAMT,SGSTAMT,IGSTAMT,UTGSTAMT,OCGSTAMT,OSGSTAMT,OIGSTAMT,OUTGSTAMT,FCGSTTAXRATE,CGST,FSGSTTAXRATE,SGST,FIGSTTAXRATE,IGST,FUTGSTTAXRATE,UTGST,ROUNDOFF,DISCOUNT,CONTOSHIP,SHIPPER,EXPRTNM,BILLTO,ServiceType,shipmentProductType,ShipmentDays,AIRLINECODE,AIRLINE,JOBNO,CIFVAL,CIFRS,GRNO,GRDT,ShipperPan,BillingPartyPanNo,IPSDDF,BLADD1,BLADD2,BLADD3,BLCITY,BLSTNAME,BLSTGSTSTATE,BLGSTNO,BLPANNO,BLCODE,BLPIN
BKC  ,2724BKCIPS000947,5/5/2023,N00691    ,W0800,IPS/K001029                   ,5/4/2023,02345064224,5/4/2023,"397853175372,6232",CUT & POLISHED LAB GROWN DIAMONDS,2,5.01,64.99,9759605,AMS,15599,0,0,0,9625,25224,4540.32,0,29764,0,0,1732.5,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,-0.32,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE906363            ,52079,4611595,WA20230504042,5/4/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001076,5/10/2023,N00691    ,W0800,IPS/K001055                   ,5/6/2023,02345064250,5/6/2023,397947110258,CUT & POLISHED LAB GROWN DIAMONDS,1,2.41,34.49,9784510,AMS,15599,0,0,0,4555,20154,3627.72,0,23782,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE906558            ,54314.33,4809534,WA20230505020,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001077,5/10/2023,N00691    ,N2848,IPS/K001059                   ,5/6/2023,02345064250,5/6/2023,397948535362,CUT & POLISHED GEMSTONES,1,0.57,2.14,9811264,LON,10400,0,0,0,2117,12517,2253.06,0,14770,0,0,381.06,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.06,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE906581            ,198.01,19920,20230505026,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001078,5/10/2023,N00691    ,N2848,IPS/K001077                   ,5/6/2023,02345064250,5/6/2023,397948647586,CUT & POLISHED LAB GROWN DIAMONDS,1,0.79,4.48,9813253,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE906612            ,1026.72,103288,WA20230505058,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001079,5/10/2023,N00691    ,W0800,IPS/K001081                   ,5/6/2023,02345064250,5/6/2023,397948691229,CUT & POLISHED LAB GROWN DIAMONDS,1,0.98,7.27,9815593,AMS,10400,0,664,0,2930,13994,2518.92,0,16513,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1991.52,0,0,0.08,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE906643            ,3751.82,332224,WA20230505150,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001080,5/10/2023,N00691    ,N2828,IPS/K001083                   ,5/6/2023,02345064246,5/6/2023,397948475558,LAB GROWN CUT & POLISHED DIAMONDS,1,0.99,5.03,9813240,VIC,11650,0,500,0,3070,15220,2739.6,0,17960,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2187,0,0,0.4,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE906623            ,3207.42,173361,WA 20230505074,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001081,5/10/2023,N00691    ,W0800,IPS/K001093                   ,5/6/2023,02345064250,5/6/2023,"397949252422,3392",LAB GROWN CUT & POLISHED DIAMONDS,2,4.39,71.53,9815286,AMS,15599,0,0,0,6993,22592,4066.56,0,26659,0,0,1258.74,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE906786            ,60677.36,5372980,WA 20230506011,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001082,5/10/2023,N00691    ,N2828,IPS/K001097                   ,5/8/2023,02345064272,5/6/2023,397949138117,LAB GROWN CUT & POLISHED DIAMONDS,1,3,81.37,9818149,VIC,17999,0,0,0,4835,22834,4110.12,0,26944,0,0,870.3,0,0,0,0,0,0,0,0,0,18,3239.82,0,0,-0.12,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE906873            ,90314.04,4881474,WA 20230506031,5/6/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001083,5/10/2023,N00691    ,N2828,IPS/K001114                   ,5/8/2023,02345064272,5/8/2023,397981311163,CUT & POLISHED LAB GROWN DIAMONDS,1,2.03,54.4,9837699,VIC,13899,0,3326,0,3953,21178,3812.04,0,24990,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3100.5,0,0,-0.04,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907000            ,30771.24,1663186,WA20230508017,5/8/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001084,5/10/2023,N00691    ,W0800,IPS/K001119                   ,5/8/2023,02345064261,5/8/2023,397982576736,CUT & POLISHED LAB GROWN DIAMONDS,1,2.83,42.65,9842406,AMS,15599,0,0,0,4555,20154,3627.72,0,23782,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907035            ,67615.2,5987326,WA20230508036,5/8/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001085,5/10/2023,N00691    ,N2828,IPS/K001144                   ,5/9/2023,02345064283,5/9/2023,398047025000,LAB GROWN CUT & POLISHED DIAMONDS,1,2.08,39.32,9881811,VIC,13899,0,3434,0,3953,21286,3831.48,0,25117,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3119.94,0,0,-0.48,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907218            ,31766.09,1716957,WA 20230509011,5/9/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001086,5/10/2023,N00691    ,N2673,IPS/K001154                   ,5/9/2023,02345064294,5/9/2023,398047205790,LAB GROWN CUT & POLISHED DIAMONDS,1,0.78,2.45,9884438,NYC,9850,0,500,0,2770,13120,2361.6,0,15482,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1863,0,0,0.4,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907251            ,611.14,49411,WA 20230509013,5/9/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001087,5/10/2023,N00691    ,W0800,IPS/K001156                   ,5/9/2023,02345064294,5/9/2023,398047379512,LAB GROWN CUT & POLISHED DIAMONDS,1,2.86,46.51,9885972,AMS,15599,0,0,0,4555,20154,3627.72,0,23782,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907274            ,57097.95,5056023,WA 20230509032,5/9/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001187,5/12/2023,N00691    ,N2828,IPS/K001188                   ,5/10/2023,02345064305,5/10/2023,398102523464,LAB GROWN CUT & POLISHED DIAMONDS,1,2.37,49.86,9915255,VIC,13899,0,4585,0,3953,22437,4038.66,0,26476,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3327.12,0,0,0.34,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907466            ,42412.8,2292412,WA 20230510041,5/10/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001188,5/12/2023,N00691    ,W0800,IPS/K001209                   ,5/10/2023,02345064316,5/10/2023,"398104092739,3150",LAB GROWN CUT & POLISHED DIAMONDS,2,4.21,59.04,9921143,AMS,12699,0,0,0,6993,19692,3544.56,0,23237,0,0,1258.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907542            ,49012.13,4340024,WA 20230510051,5/10/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001189,5/12/2023,N00691    ,N2828,IPS/K001232                   ,5/11/2023,02345064320,5/11/2023,398156880572,LAB GROWN CUT & POLISHED DIAMONDS,1,1.99,42.12,9942521,VIC,13899,0,3138,0,4835,21872,3936.96,0,25809,0,0,870.3,0,0,0,0,0,0,0,0,0,18,3066.66,0,0,0.04,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907680            ,29030.17,1569081,WA 20230511031,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001190,5/12/2023,N00691    ,N2828,IPS/K001236                   ,5/11/2023,02345064320,5/11/2023,398157231770,LAB GROWN CUT & POLISHED DIAMONDS,1,0.95,34.28,9943667,VIC,11650,0,948,0,3070,15668,2820.24,0,18488,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2267.64,0,0,-0.24,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907694            ,8768.25,473924,WA 20230511034,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001191,5/12/2023,N00691    ,W0800,IPS/K001243                   ,5/11/2023,02345064331,5/11/2023,398157898353,LAB GROWN CUT & POLISHED DIAMONDS,1,2.92,46.9,9946188,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907729            ,40267.81,3565715,WA 20230511053,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001192,5/12/2023,N00691    ,N2673,IPS/K001244                   ,5/11/2023,02345064331,5/11/2023,398157853689,LAB GROWN CUT & POLISHED DIAMONDS,1,0.89,19.54,9945669,NYC,9850,0,527,0,2770,13147,2366.46,0,15513,0,0,498.6,0,0,0,0,0,0,0,0,0,18,1867.86,0,0,-0.46,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907722            ,3261.76,263713,WA 20230511053,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001193,5/12/2023,N00691    ,N2848,IPS/K001250                   ,5/11/2023,02345064331,5/11/2023,398157833713,LAB GROWN CUT & POLISHED DIAMONDS,1,0.85,3.19,9947324,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907749            ,467.5,47030,WA 20230511071,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001265,5/15/2023,N00691    ,W0800,IPS/K001252                   ,5/12/2023,02345064353,5/11/2023,398157922395,LAB GROWN CUT & POLISHED DIAMONDS,1,0.85,4.06,9948401,AMS,10400,0,500,0,2930,13830,2489.4,0,16319,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907764            ,1060.76,85762,WA 20230511044,5/11/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001266,5/15/2023,N00691    ,N2828,IPS/K001277                   ,5/12/2023,02345064342,5/12/2023,398207302384,LAB GROWN CUT & POLISHED DIAMONDS,1,2.39,64.47,9967014,VIC,13899,0,5355,0,3953,23207,4177.26,0,27384,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3465.72,0,0,-0.26,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE907907            ,49537.82,2677519,WA 20230512029,5/12/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001267,5/15/2023,N00691    ,W0800,IPS/K001284                   ,5/12/2023,02345064353,5/12/2023,398209111857,LAB GROWN CUT & POLISHED DIAMONDS,1,2.84,42.75,9970906,AMS,15599,0,0,0,4555,20154,3627.72,0,23782,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE907972            ,59445.6,5263908,WA  20230512027,5/12/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001268,5/15/2023,N00691    ,W0800,IPS/K001289                   ,5/12/2023,02345064353,5/12/2023,398209017977,LAB GROWN CUT & POLISHED DIAMONDS,1,0.8,16.49,9973447,AMS,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908012            ,1807.53,160057,WA 20230512030,5/12/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001322,5/17/2023,N00691    ,W0800,IPS/K001312                   ,5/15/2023,02345464753,5/15/2023,"398286417288,7597",LAB GROWN CUT & POLISHED DIAMONDS,2,5.5,95.77,1002640,AMS,15599,0,0,0,9625,25224,4540.32,0,29764,0,0,1732.5,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,-0.32,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908170            ,53992.56,4781041,WA 20230513032,5/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001323,5/17/2023,N00691    ,W0800,IPS/K001326                   ,5/15/2023,02345464753,5/15/2023,398286459744,LAB GROWN CUT & POLISHED DIAMONDS,1,2.22,30.47,1018241,AMS,12699,0,0,0,3743,16442,2959.56,0,19402,0,0,673.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908241            ,25269.76,2237637,WA 20230515046,5/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001324,5/17/2023,N00691    ,N2848,IPS/K001330                   ,5/15/2023,02345464753,5/15/2023,398286906230,LAB GROWN CUT & POLISHED DIAMONDS,1,0.75,16.96,1021381,LON,10400,0,0,0,2930,13330,2399.4,0,15729,0,0,527.4,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.4,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE908263            ,18460.74,1857150,WA 20230512032,5/15/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001325,5/17/2023,N00691    ,N2848,IPS/K001377                   ,5/16/2023,02345464775,5/16/2023,398350255300,LAB GROWN CUT & POLISHED DIAMONDS,1,0.97,9.1,1045436,LON,10400,0,0,0,2117,12517,2253.06,0,14770,0,0,381.06,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.06,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE908500            ,2155.31,216824,WA 20230516028,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001326,5/17/2023,N00691    ,N2828,IPS/K001379                   ,5/16/2023,02345464764,5/16/2023,398350946588,LAB GROWN CUT & POLISHED DIAMONDS,1,2.28,76.04,1048666,VIC,15999,0,5427,0,3953,25379,4568.22,0,29947,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3856.68,0,0,-0.22,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE908534            ,50202.63,2713452,WA-20230516044,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001327,5/17/2023,N00691    ,W0800,IPS/K001384                   ,5/16/2023,02345464775,5/16/2023,398351797156,LAB GROWN CUT & POLISHED DIAMONDS,1,2.99,46.54,1049722,AMS,12699,0,0,0,4555,17254,3105.72,0,20360,0,0,819.9,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908554            ,43505.24,3852389,WA 20230516064,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001328,5/17/2023,N00691    ,W0800,IPS/K001385                   ,5/16/2023,02345464775,5/16/2023,398351316736,CUT & POLISHED DIAMONDS,1,0.83,4.93,1049709,AMS,10400,0,500,0,2117,13017,2343.06,0,15360,0,0,381.06,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.06,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908555            ,777.57,68854,WA 20230516051,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001329,5/17/2023,N00691    ,N2673,IPS/K001390                   ,5/16/2023,02345464775,5/16/2023,398352143204,LAB GROWN CUT & POLISHED DIAMONDS,1,0.92,5.83,1052625,NYC,9850,0,500,0,2037,12387,2229.66,0,14617,0,0,366.66,0,0,0,0,0,0,0,0,0,18,1863,0,0,0.34,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908587            ,1342.45,108537,WA 20230516067,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001330,5/17/2023,N00691    ,N2828,IPS/K001391                   ,5/16/2023,02345464764,5/16/2023,398352102123,LAB GROWN CUT & POLISHED DIAMONDS,1,0.74,0.55,1052622,VIC,11650,0,500,0,3070,15220,2739.6,0,17960,0,0,552.6,0,0,0,0,0,0,0,0,0,18,2187,0,0,0.4,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE908577            ,261.63,14141,WA 20230516071,5/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001410,5/19/2023,N00691    ,N2828,IPS/K001413                   ,5/17/2023,02345464790,5/17/2023,398406037975,LAB GROWN CUT & POLISHED DIAMONDS,1,2.45,56.23,1074200,VIC,13899,0,3539,0,3953,21391,3850.38,0,25241,0,0,711.54,0,0,0,0,0,0,0,0,0,18,3138.84,0,0,-0.38,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE908765            ,32742.15,1769713,WA 20230517027,5/17/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001411,5/19/2023,N00691    ,W0800,IPS/K001417                   ,5/17/2023,02345464786,5/17/2023,"398406372677,2986",LAB GROWN CUT & POLISHED DIAMONDS,2,4.25,66.15,1076691,AMS,12699,0,0,0,6993,19692,3544.56,0,23237,0,0,1258.74,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,0.44,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE908808            ,49634.02,4395092,WA 20230517044,5/17/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS001412,5/19/2023,N00691    ,N2828,IPS/K001453                   ,5/18/2023,02345464801,5/18/2023,398458398170,LAB GROWN CUT & POLISHED DIAMONDS,1,2.98,71.08,1099984,VIC,15999,0,5464,0,4835,26298,4733.64,0,31032,0,0,870.3,0,0,0,0,0,0,0,0,0,18,3863.34,0,0,0.36,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE909020            ,50542.56,2731825,WA 20230518032,5/18/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
